,Review
41,"First off, it's great to be able to write a review and not be afraid of spoilers. Unless you have never opened a history book in your life, most will know how the story ends. The tag-line for Dunkirk is ""the event that shaped our world"". I'd like to think of it as ""the film that changed cinema - again!"" Too bold a claim? Read on.My first introduction to Christopher Nolan's work was 2000's Memento which also introduced Guy Pearce to the big screen as he leapt from Ramsey Street in Neighbours (playing Mike Young for four years) to Hollywood. Memento is a film that had an instant impact on me. At the time I was not sure what I had just seen and it is a film I return to at least once a year and find something fresh in it.The Noughties say Nolan immersed in the DC world with Batman Begins, The Dark Knight and The Dark Knight Rises. 2010 saw Nolan revisiting his fascination with time and our perception of time in Inception. It played with our perceptions of reality, time, asking what is it to dream, what is it to be awake and are we a dream within a dream, borrowing an idea from Edgar Allen Poe.Fast forward to 2017 and we arrive at Dunkirk. Before I discuss the plot or the performance, let's talk technical. Nolan filmed Dunkirk in IMAX with an aspect ratio of 1:1 and that is how one should view this film if possible. Not all of us can access an IMAX theatre. I saw it projected in 1.666:1 in my local multiplex so I feel I lost some of the visual, visceral aspects that the director intended. Getting an IMAX camera into the cockpit of a Submarine Spitfire could not have been an easy feat! Despite the technical wizardry on display, Nolan manages to tell a series of personal stories using vignettes.Dunkirk is a sombre film. This is no celebration of life. Nolan tells the story of the evacuation of 400,000 service men from the beaches of Dunkirk, France in WWII by pleasure craft from the south coast of the UK. We get the perspective of the Spitfire pilot, the service men on the ground, the Admiral in charge of the investigation. Yet amongst all of these personal stories there is tragedy. We see the desperation of the men trying to get home and sneaking onto ships. We see the despair of a serviceman take off his helmet and rifle and walking into the sea while his comrades sit and watch, each as helpless as the other.It is a huge credit to Nolan that while he paints this enormous palette of images, he can focus tightly on the smallest aspect of humanity.Nolan also revisits his favourite topic of time. Dunkirk, while being told through vignettes, splits up the story-telling into one hour, one day and one week. He then proceeds to rearrange the sequence of events into a non-linear act of story-telling. This has huge echoes of Memento and Inception and at this stage is almost a trademark of Nolan's. Personally, I think the style will divide audiences who prefer linear story-telling. However Nolan firmly believes that audiences are smart enough to figure it out on their own. They don't need reams of exposition to understand what is happening. I respect Nolan for that. To be honest I was almost half-way through the film before I noted the time-leaps he was making, back and forth. It is a style that allows him to tell the same story from multiple perspectives. I love it!Nolan has assembled a stellar cast including Kenneth Branagh, Tom Hardy, Mark Rylance, Cillian Murphy, relative new-comer Fionn Whitehead, not to mention One Direction's Harry Styles as Alex.  Most characters only get first names and some get none. Cillian Murphy is ""the Shivering Soldier"" - it doesn't get more stripped-back than that. All performances are excellent. Character development is pretty much non- existent. It is not needed as motivation is obvious.Let's talk about the soundtrack, provided by Hans Zimmer. He has provided the soundtrack for a good many Nolan films with Dunkirk their latest collaboration. Zimmer's syncopated style provides a stunning addition to Nolan's story-telling. There is not a note out of place. This is what soundtracks should be. Is Dunkirk the greatest film of the 21st century, probably not but Hans Zimmer's score certainly is. A masterpiece.I was left wanting more and wanting to see it again in IMAX. My recommendation is to go see it on the biggest, loudest screen you can find. Size matters. So too does the sound system.For me, it's a 4.5 out of 5 - almost perfection."
42,"Dunkirk played a small part of that classic from the World War II years Mrs. Miniver. If you remember Walter Pidgeon took his small craft out and said he would be returning the next day. You then see his boat joining other small craft and then there's an armada of them heading down the Thames and out to sea. They were heading for Dunkirk and were going right up to the beaches where the large naval vessels couldn't go and taking several hundred thousand British soldiers and a few French who later became the basis for the Free French army headed by Charles DeGaulle.There's's mention here of Winston Churchill and Sir Bertram Ramsey whom I believe was First Sea Lord. The only criticism I have of Dunkirk is that I would like to have had some scenes with the top decision makers as we saw in such films as Patton, MacArthur, The Longest Day, the Battle Of Britain, and others. Especially in The Longest Day we saw the ordinary soldiers and their story mixed with the brass and the critical decisions they were making.On the plus side Dunkirk is a film wonderfully cast with several poignant stories about what was being done and the sacrifices made. My favorite is that of young Barry Keoghan all of 17 who comes on the small craft of Tom Rylance and his son Tom Glynn-Carney just to be part of a great adventure. His performance will bring a few tears to the eye. Of all in the film I hope young Mr. Keoghan will get some notice for a Supporting Actor Oscar.No doubt Dunkirk is in line for some technical awards as well in addition to the big one. With 10 now in the race for Best Picture I have no doubt that Dunkirk will be one of the ten.I've always loved the story of Dunkirk and how that island nation put aside its differences among the subjects and worked together to get that army off the beach. Make no mistake this was citizen mobilization at its finest. No matter what your views were unless you were an out and out Nazi sympathizer you knew what getting those troops home meant.Nothing less than the fate of civilization itself."
43,"Agonizing, claustrophobic, oppressive, sweeping and sonorous, these are the verbs we can use to compose Nolan's new film, which this time stands out by the technique and not by the script, ""dunkirk"" is a film that invites the viewer to Sit in the armchair and sodomy in the best sense of the word, because you suffer, drown and fight along with the characters, ""dunkirk"" is a survival film, barely have hand-to-hand or shots, or even dialogues, That we have here is the purest survival instinct alienated to a setting and a wonderful sound mixing and editing. We have a script that is characterized by three nuclei that unite around a goal, rescue and assist the French and English soldiers trapped in Dunkirk beach, the script contains few dialogues and little character construction, and leaves the viewer more distracted completely Lost, but those who pay attention will be amazed by the almost orchestral narrative that Nolan builds. The script tells the story of the rescue of the British and French soldiers following three points, by the sea, where tells the story of a civilian who provides his boat to help rescue, in an area, where tells the story of three pilots responsible To give air protection to the soldiers trapped on the beach, and by land, where it shows the anguish of the young soldiers struggling to survive. ""Dunkirk"" does not soften, and makes the viewer feel the horror of war in its strongest fullness, we have no moral lesson or a message to convey, we have only horror and despair. Raríssimas times a film stands out for its mix and sound editing, but Dunkirk is a film that shouts ""ME WATCH IN A CINEMA, AND OF PREFERENCE, IN THE IMAX"" because its sound quality is something inexplicable, extremely terrifying, of jumping in the chair And bite your nails, to bend down along with the soldiers and hold your breath to keep from drowning, aligned to that we have a dizzying trail, we have a trail that draws attention and is always present, and a more fleeting that dictates the rhythm of Film, we have a ""TIC, TIC, ICT, TIC"" all the time, that sound, it is our heartbeats, that tightens and loosens according to the tension of the scene, this is wonderful and a great intelligence, To this sound and he dictates not only the film as our anguish, it was a play of master the introduction of this simple element that can go unnoticed by many, we also have to mention the great assembly of the film, which alienates the three nuclei perfectly The bluish photograph that shows us an extremely tropical and beautiful climate, as opposed to the terror shown on the scene, and last, but not least, the art direction, which performs its role with mastery, showing all the details, clothes , Accessories, boats, airplanes, is beautiful to see. Nolan has a giant budget for his films, and could bring practically the actors he wanted, since it was the money, he still has a name, but no, we have not one actor in the movie to put on the giant poster, our biggest name here is Mark Rylance, winner of an Oscar for best supporting actor, and of course, Fionn Whitehead, better known by his band than as an actor, nonetheless, all the actors are well in the movie and they fulfill their parents, and that goes yet another idea of As the war was made by anonymous in the midst of the multitude. Nolan is one of the most talked about names in the industry in the last few years, some love him, others hate him, I particularly think he's overrated, but I like all his movies, especially ""Dunkirk"". Even complex time, makes quality films that arrive and are recognized by the great public, so if the only options are to love or hate it, I get to love, but with reservations. ""Dunkirk"" is an interesting film that is sure to take a lot of editing and sound mixing and maybe a few more technical Oscars, but it's not going to happen, it's still a great movie that's worth the ticket."
44,"There are, I think by design, no standout stars in this movie. The star is the event. The only detraction and it is a minor one for me. Is that it took me a little while at my age to catch on that there were multiple parallel time lines. Once I realized that, it was much nicer for me to follow. I usually don't like IMAX all that much, the sound is usually over powering and I usually wind up too close to the screen. However, this time the theater resisted cranking up the sound and the photography was stupendous in IMAX. This easily matched the intensity of Saving Private Ryan but it lasted much longer. Go see it!"
45,"Dunkirk is about 400.000 soldiers that needs to evacuate from Dunkirk. We follow the civilians, the soldiers on the beach and a pilot played by Tom Hardy. The story telling of Dunkirk is told in such a unique way. I am not going to spoil it because you really should see it for yourself.The movie looks absolutely fantastic beautiful cinematography and gorgeous camera work. But the movie wouldn't without the cracking score compost by Hans Zimmer, after you leave the movie the score will still be playing in you're head. Christopher Nolan's direction is so amazing, you can see that he has 100% control over his craft.Everything about Dunkirk is amazing and you have to see it for yourself. This will go down as one of the best war movies in history right next to Saving Private Ryan. Dunkirk is just brilliant go watch it now."
46,"Christopher Nolan is without a doubt one of the greats, a modern day auteur, and the filmmaker behind some of cinemas most highly anticipated indie films. The man has managed to find the sweet spot between blockbuster and art film, gaining the praise of critics and casual viewers alike. The man has become an event in himself, everyone knows when a Christopher Nolan film is coming and they flock to the cinema because of his name. I love Christopher Nolan's films, he has yet to make a bad film, despite The Dark Knight Rises being disappointing on reflection. Although not stepping many feet wrong his entire career, I don't view Nolan and his work as many others do, that being as the work of an untouchable God. I try to walk in without expectation or, without having already decided the film is a perfect 10/10, as it seems quite a few people don't do. However, I really wanted to enjoy Dunkirk for my own sake, God forbid I actually didn't like it, I would swiftly be told why exactly I am wrong in even suggesting Nolan could step a foot wrong Thank God I actually really enjoyed the film, phew. Dunkirk recounts the true story of the evacuation of British soldiers from Dunkirk in 1940. The film is high octane, action packed and suspenseful and again Nolan proves why he's a human cinematic event.This film is obviously a Nolan film, there are some star talent in the film, but they are there because they want to work with Nolan, not the other way round. The film is, for the most part, wordless, this isn't really a film for actors to shine, it's for Nolan to show the world how the real thing can be, and is often, better than CGI. With the film being wonderfully wordless, Nolan shows he knows exactly what film is and always should be, the visual art of storytelling. He has obviously taken note from such greats as Hitchcock, using sound and dialogue to further aid the visual, not to overpower it. In today's film landscape this is quite rare, and so you have to give Nolan credit and respect for making a film the way they should, but rarely are, made. This is film after all, not radio. Also to note, Hoyte Van Hoytema's cinematography in this film is absolutely breathtaking, Dunkirk would be little without his work and he is in need of some serious recognition. Dunkirk isn't a conventional war film, we don't get character development in the form of ""who you got back home son?"" campfire talks, nor do we get multiple battles throughout the run time. Dunkirk doesn't have a dull moment whatsoever. It is a battle from beginning to end, and so with this, Nolan does not allow us, the audience to rest easy. Nolan doesn't hold off on the tension at all. I personally loved moments where Nolan momentarily lulls us into a false sense of security, only to then provide a sudden jump scare in the form of gunfire, reminding us that you are never safe in the middle of war. Now this is how you use sound as a jump scare correctly. This film is high octane, tense and extremely gripping from start to end.Also this being a Nolan film, he has to make things more complex, he can't just tell a war movie with a chronological narrative structure. Dunkirk follows the same story, from three different perspectives and three different time frames. For audience members, like myself, who understand Nolan's knack for complex storytelling, this will be confusing for a moment whilst you recall previous information to make everything make sense again, and then you will love what Nolan has done. However, audiences who expect to see a war film, which by our conventional understanding is often self explanatory, will forget that previous information and thus remain confused throughout the rest of the movie. I've seen negative reviews say that Dunkirk gives no indication of time, and to an extent they are right, but then again all I can say is watch it again, but this time take note of the opening title cards which read ""one week"", ""one day"" and ""one hour"" it should clear things up, but I do think maybe the title cards could be a little clearer.To conclude, Dunkirk is Nolan's Full Metal Jacket. I wouldn't say this is his greatest masterpiece, I reserve that for Memento. But Dunkirk is an outstanding piece of cinema that proves Nolan's auteurship and that he is one of the greatest filmmakers alive, if not, who ever lived. The man knows film and knows how to make a great, complex one. Hell the guy has a knack for impressing the experts, having actual scientists make discoveries through Interstellar, and now by a soldier who was at Dunkirk, praising Nolan for his accurate representation of the event. Now if that doesn't say it all then I don't know what will."
47,"If you love war movies, Dunkirk is surely one not to be missed. It's quite likely going to be an instant classic in the ranks of Platoon, Saving Private Ryan, and - most recently - Hacksaw Ridge. It will loose something if you try to watch it at home, no matter the quality of your home system. It's one of those films that really needs the big screen -- the bigger the better -- and best sound system you can find.With that said, the movie does have some flaws. Most of which I will give a pass and write it off as ""artistic,"" and Christopher Nolan has earned that right. As I discuss the flaws, please understand that I really enjoyed the movie and strongly recommend it. Most of it was very well done. If I was to be petty and pick out what I think some others might not like, I would say most movies have a heavier, more distinctive plot. A beginning, introducing and developing the characters and setting up the plot; a middle, setting up the conflict the main characters will spend the movie solving; an end, where the main characters solve the conflict. If you need such a movie, then Dunkirk may not be for you, because the plot was not that clear. This was more like showing the audience an event than telling them a story -- An event that was hard, yet entertaining, to watch.The movie does have characters and somewhat of a plot, but they are not distinctive nor defined. The characters kind of run together and the plot is a bit unclear. The same scene unfolds slowly from three different points of view. From the view of an infantry group -- who are all basically the same height and build, same haircut and hair color, same uniform and mission. This is why they are difficult to tell apart when they are all running from some sort of peril during their screen time. Another points of view come from characters on a small boat and again in small planes and their characters are more distinctive, but never really developed either, because the plot is not really defined. Everyone just wants to survive and spends the whole movie trying to do so.And that is the basic plot -- Survival. Everyone is trying to survive this long war scene. The whole movie takes place in, what seems like, one afternoon. But, somehow, that plot works. It was obviously not written or directed to be a typical story in a typical movie. It's the same tense war scene shot from the perspective of three different groups of people, with no single, distinctive, main character, plot or point... And it worked perfectly.The scenes are shot so beautifully, that when you are with the infantry group, you feel like you were down in the dirt with them and want to dodging bullets. When the perspective would change, you got to see the same scene again, but from the air and the pilots' point of view and it felt like you were sitting in the tiny plane with them. When you watched the same scene from the boat crew's point of view, you could almost feel the boat shaking and the smell the sea salt. The shots are exquisite and details are fully thought out. You can hear the sand falling around your head, the gun chambers rattling the airplane and it seems you can reach below and touch the white caps of the ocean.The only real flaw for me was the story was not clearly set up. Unless you had prior knowledge of Dunkirk and it's history, you would have to have an explanation. I'll give a short explanation with no movie spoilers: The English went to help the French when Germany invaded during WWII. Germany was too strong and not only pushed the French to the coast, but the English right along with them. The Germans changed their strategy from fighting the French/English by shooting one bullet at a time to coming in from the sea with planes and bombing the troops at the beach, on piers and on boats -- intending to kill many more in one attempt, in hopes that they didn't go back to England and regroup. The movie quickly moves to the beach in the beginning and you or only given a quick blip of how they all really got there. For that, I gave it 9 out of 10. That is not giving away the movie -- There is so much more to this.The direction is great, the acting was on par and the special effects were seamless. If you are not a war movie fan, this will not change your mind, but Dunkirk will likely be around come awards season, and rightfully so."
48,"This is one of the best movies I have seen in a long time. It's incredible how much passion was put into it - perfect acting, amazing soundtrack, immersive story and dramatic moments that are recreated through a top notch cinematography. It's a movie that will be remembered for many years and another masterpiece from Cristopher Nolan. And maybe it's just me, but I got that feeling of Inception all over again."
49,"Dunkirk is the story of the allied troops who were stranded on the beaches of Dunkirk and surrounded by German soldiers as they try to survive and escape, meanwhile volunteers sail their boats out to save the soldiers, meanwhile fighter planes attempt to defend the soldiers on the beach from German bombers. Typical to Christopher Nolan, this movie is fantastic. Nolan directs the crap out of it. Not only is his camera-work fantastic, but the scenery he captures is beautiful. They manage to really nail the tone, with it being a little claustrophobic despite the location being a massive beach. The characters are stuck and there is absolutely no way for them to escape. Right from the opening scene, Nolan nails the tone and realism of the film. On top of that, Hans Zimmer's score is far from only being the icing on the cake. In truth, the music proves to be something of a major character, assisting in the carrying of the rest of the cast through this horrible event. The music perfectly suits every situation, and whether or not you feel for the characters, the music makes sure you at least feel a little tense. Speaking of the characters, there really aren't any. Sure, there are like 300,000 soldiers on the beach, yet we still feel for them. The main character has maybe four lines in the movie, yet the reason why he's so good along with the rest of the characters is because the movie sets up this horrible situation and instead of filling the movie with gratuitous war violence, a lot of it is psychological. When a character is desperately trying to escape from drowning you definitely feel for them. I don't know about you, but I don't want to drown. And even without speaking, the characters make decisions and do things that are completely logical and understandable. There are no dumb people in this movie, and as a result they prove to be very human. There is so much humanity in these characters, so it's very easy to relate to them in some way. Part of why the characters are so humane, however, is because of the acting. From the big names like Tom Hardy and Kenneth Branagh, to the first-timers like Fionn Whitehead, there is not a single bad, or even average, performance in this movie. The lead, Whitehead, is absolutely outstanding in his first full-length film role, pulling off a very human performance simply by the way he moves, acts, and reacts. My personal favorite, however, was Cillian Murphy. He plays a shell-shocked soldier and absolutely nails it for the short amount of time he spends on screen. His character holds so much depth and intrigue, I looked forward to every moment he spent on screen. The movie feels real too. The gunshots sound real, and the way the action scenes are shot are in-the-moment and authentic. When Hardy flies his plane and attempts to shoot down others, it's not epic. It's not really even that fast-paced. It's honestly just kind of tedious and frustrating, watching him carefully line up his shot before shooting. And again, the claustrophobia is very real. We get plenty of in-the-cockpit shots that show just how incredibly uncomfortable it would've been in that plane. Again, it's very real and no matter how 'weak' the characters are I felt for each one. And there's so little hope in this movie. Characters end up in terrible situations and don't always get saved last minute. Things happen that would happen in real life but in a conventional movie? No way. Just when you think the movie may be divulging to conventionalism it throws a grenade at your face and you remember that this is real. Towards the end of the movie it felt a little over-dramatic. The music, the narration, the way it was shot. Of course then I remembered that this was a dramatic event. What happened was not pretentious, it was a big deal. Deciding to use a dramatic filming style at the end made sense. If I can find one problem with this movie, it's that at times it felt a little slow. Not that it wasn't interesting, the movie is fantastic at showing the audience what happened without making it long and boring, but it does slow down from time to time. Certain moments may feel a little out of place, but in terms of the plot still make sense. Overall Dunkirk is fantastic. Just about everything works, and you should absolutely go see it. From the music to the directing to the acting, it's great. Go see it. It's worth your money."
50,"The most important lesson in the history of our humanity, surpassed in genre, religion among other moral aspects, is simply the survival of the species or a human being in question. Our most basic instinct is survival and when we unite, forgetting our differences (as a group of Individuals, not nations), for the sake of our survival and our well-being, the human race shines in the most intense sense possible. The cooperation between several elements, to come out alive from a complicated situation. One scene, caught my attention when a group of Allied soldiers were surrounded in a ship and this same ship was being attacked on all sides by the German troops. One of the characters was being forced out of the ship to see if the tide sea was rising or not. Out of fear, this character did not want to leave the ship, it was when an English soldier replied: for the others to survive, one person has to die.The theme of this film is survival, especially surviving in a difficult situation, is in itself a great victoryNothing is better expressed in this film and executed in a way with as much talent as Nolan achieved in making with this film. Not only by itself, the message is passed to the audience in a clear and perfect way as is demonstrated in small scenes that help convey this message and build a fitting end to the film itself.The film goes straight to the narrative and action of the movie without losing in passing with interesting monologues, unlike Inception, a film in which Nolan himself created a character with the sole purpose of explaining the rules of this universe for the audience, this is the apex of Nolan as a Film director and he performs his work in a simple and exemplary way. So Dunkirk is his smaller commercial movie, but with the bonus without unnecessary scenes that could crumble the experience of the film.The performances are excellent and accompany the director's talents (the direction of the film itself) and the script in a cohesive, simple and direct way, highlighting Fionn Whitehead, Mark Rylance and of course the very competent Kenneth Branagh. These excellent actors help immerse the audience in the cinematographic aspect of the movie itself to make the experience as real and emotional as possible.Again, congratulations to Nolan for choosing actors relatively unknown to the general public, but outstanding in their work of acting. Instead of trying to choose famous actors (whose private lives are always in the mouths of the people and the magazines), these people are celebrities and not actors. For this reason I never managed to pass the first act of Saving Private Ryan. Spielberg made a mistake filling his film with the most popular Hollywood All Star cast of famous actors at that time (their lives were so exposed that it was hard to see those people as soldiers or survivors of WWII). At this point, Nolan fared better than Spielberg.By completing this great experience, special and sound effects are applied in an exemplary way and these same technologies make almost perfect use of the IMAX screen. The technical and aesthetic aspects are very good, as it comes this habit in this type of film with this type of budget (105 millions). The cinematography is very good (almost perfect, like in most of Nolan movies) and the camera movements are agile and very beautiful.See the aerial combat of the characters of Tom Hardy (Farrier) and Jack Lowden (Collins) in aerial planes that looked with great and amazing beauty in fighting against the planes of the Germans. A technical amazing work of Nolan and his production team. Amazing, no doubt. Especially on the IMAX screen, where the film shows all its beauty, and if there is a movie that deserves to be seen in IMAX, it is one, this new work of Christopher Nolan, no doubt. The ambitious ideas of the filmmaker and the great sequences in parallel assembly that characterize his works. Making the storytelling move to viewers in three different locations (The Mole, The Sea and The Air). In a cohesive, precise and confusing way. This film shows a great talent of Nolan, and it reaches his talent to create sequences in parallel assembly the characters of the film in a brilliant way. The soundtrack composed by the veteran Hans Zimmer is amazing, Hans in turn creates a memorable theme for the theme of World War II. Fantastic and great.The great and only problem I see that disturbs the experience of the film is limited by the PG-13 and thus limit the blood and violence, for God's sake, it is a film about a war blood and violence are common. At times it seemed like I was looking at some scenes and these same scenes seemed so artificial and displaced from the film itself, like the scene of the soldiers corpses coming to the beach, or the English troops being smashed by the sinking ship (two clear examples that PG-13 influenced negatively the movie).One problem that some people go through seeing this movie is the lack of depth in some characters, however there are characters with depth, but not the kind of depth shown through dialogues or exposition. Nolan wanted to show something bigger. And I think Nolan did it. Nolan created in this movie to show the question of survival and its consequences in the lives of the people close to war and the soldiers who were fighting in that war. He wanted to show us how and survival define us, and I think he got the message very well across this movie. Even for this, he sacrificed some dramatic depth. Depth for certain characters, however Nolan passed a larger message, which surpasses any dramatically deep element. Nolan wanted to get something bigger. And in my opinion he did it."
51,"Ever since I was a child, I always felt attracted to history and specially to World War II, which is why I was on he first line to see this movie once it opened on my local cinema. After seen the movie, I have to tell that somehow Dunkirk felt different from all the other movies I have seen related to WWII. It might be the non linear narrative, or the fact that the movie depicts the struggle of more than 300k young soldiers trying to save their lives and by doing so becoming seating ducks to the German army. Even if this event can not be consider a battle victory, because they were fleeing away from he front. It is one of the most inspiring moments of WWII for the English people, were they realized that the impossible can be done and from that moment on, things started to change at least on the psyche of the common people and specially the soldiers. War movies based on real events, are always brutal and they usually leave you with harsh feelings and empathy thoughts about how it really was to be in the character shoes. A must see movie, Mr. Nolan did it again."
52,"Dunkirk marks Christopher Nolan's return to cinema and it is as bombastic as one would hope. Featuring a fractured sense of story telling, a shockingly great performance from Harry Styles and some of the most breathtaking cinematography I've ever witnessed, Dunkirk is without a doubt one of the most solid summer blockbusters in recent memory. Despite all that is perfect with the film, it does suffer from some glaring storytelling issues that, while many may enjoy, I found to be unnecessarily tedious.While many of you will probably hate on me for saying this, I simply have to say it: Christopher Nolan is overrated. There is no other way about it. The man has given us classics but flawed classics, at best. However, Dunkirk is a perfect response to my feelings towards Nolan. The film is extremely fast paced which is something that plagued Nolan since Batman Begins. Here, he is restrained and it pays off quite beautifully especially when you factor in the brilliance that is Hoyte Van Hoytema's outstanding cinematography. The film is big and Hoytema's determination is shown through every frame. He is dedicated to capturing beauty and here is no different. Hoytema serves as a very suitable replacement for Wally Pfister.The film, while being 106 minutes long and probably Nolan's most accessible feature to date, also is very scarce when it comes to dialog and general character development. There are very few characters here that will have you standing and cheering for. I mean, you're going to cheer at moments in the film. It is geared to do just that. But it won't have you gravitating towards Styles, Rylance, Hardy or Murphy. Quite frankly, they all have (with the exception of Styles) minimal screen time. Those looking for a Tom Hardy war movie better think again. This isn't about one soldier, it is about all of the soldiers. No one is more important than the other. Overall, Dunkirk is an exceptional addition to Nolan's impressive filmography. Crafting a unique war film that doesn't rely on overtly patriotic moments to move it forward is hard yet Nolan makes it seem effortless. The film relies on the courage and sheer will power of the human soul and that is something only the rarest of war films can do. Despite some wonky story telling, Dunkirk is nonetheless exhilarating and should absolutely be seen on the big screen."
53,"... and it worked! At least for me. Now for a few words about that Nolan style in this film.Christopher Nolan wants to have his cake and eat it too, and he's been successful enough that he's one of the very few directors who gets the opportunity to do so anymore, in a franchise world where the auteur theory is dead and producers are way more important than directors (witness Kathleen Kennedy firing the Lord brothers from the Han Solo movie because they were actually attempting to impose a personal vision upon it, something the Star Wars franchise will never allow any director to do ever).Nolan wants to work in super-mainstream genres: super-heroes, war, science fiction. But he wants his product also to be very self-consciously and in-your-face artistic. He sets up little rules for each movie and he plays by them, and it's up to the viewers to figure them out.There are three main story lines in Dunkirk, and each one unspools over a different frame of time. So, the Harry Styles story line covers one week of time, the Mark Rylance story line covers one day, and the Tom Hardy story line covers only one hour! This information is provided to us at the beginning of the movie. There is a title card that reads ""1. The Mole: One Week"". This is supposed to tell us that this particular story line in the movie is going to cover one week. But I spent 15 seconds thinking, ""One week? What does that mean?"" before there was so much shooting I got caught up in the action on-screen and didn't think about the title card for the rest of the movie.It wasn't until later that I was enlightened as to Nolan's intent. I am accustomed to movies tinkering with time concepts, yet I didn't get that this movie was playing around with time for the entirety of the time that I watched it. I was like, man, Tom Hardy has been in that plane for a really unrealistic amount of time! I'm just arrogant enough to think that if I didn't get the time tricks, then I'm guessing most of the viewers of Dunkirk didn't get, or didn't even notice, all this jumping around in time. Doesn't really distract from one's enjoyment of the movie, unless you stop to think about Tom Hardy still being in that plane ...Other extremely self-consciously artistic Nolan choices: no German soldier's face is ever seen clearly in the entire movie. Also, the violence is very self-consciously bloodless and sanitary. Nolan has said he wanted the movie to be about rescue and heroism; not war and violence.There's also a ticking stopwatch motif playing on the soundtrack virtually the entire movie. Nolan's call or Hans Zimmer's, I don't know. The stopwatch features very prominently in the trailers, but I didn't know it was also going to run for the duration of the movie, as well.If everything I have written seems like I didn't like the film, let me say that is not true. I get that Nolan could have made a conventional war movie, but he took a home run swing and went with something much more experimental, and I thought his reasoning for this was pretty clear by the end: this is NOT a classic ""hero's plot arc"" story. It just doesn't fit that mold. You could see in the conclusion that most of the fighters felt like cowards and failures. To paraphrase Churchill, you don't win wars by retreating. And, yet, there was a humble, understated glory in this moment. This was a movie about duty above all else - just many small people doing the small things asked of them."
54,"The only explanation of the events surrounding Dunkirk are few lines of text and Nazi propaganda. Maps of France, covered in red demarcating German territory, which falls on a squad of British solider scavenging in an abandoned city. It declares: Surrender + Survive. Within seconds of an enemy encounter, only one soldier will survive. This sequence is the closest we will get to combat depicted in more exhilarating war movies. Not in this scene nor any other do we see a single Nazi solider.War is a favorite subject, why is obvious. Any emotion can be provoked, any existential question explored, against a backdrop of war. As a result, a diverse pantheon of great war films have emerged. Dunkirk, by critical demand, is set to join these hallowed ranks. Call these proclaimers Nolan fanboys, but already comparison are being made to the likes of standards Apocalypse Now, Full Metal Jacket, and Platoon. But this is a disservice to all parties. Of the three aforementioned film, all belong to the same genre, but when each are distilled to their most base essence, I would only describe 1 ½ as being ""about"" war. Almost unimaginable, there is a grander scale where war is just a subtheme e.g. an exploration of human madness. Nolan strives for the exact opposite in Dunkirk. Dunkirk seeks to narrow the scope, it is not about war, or WW2, or even really an event in WW2. Thus the opening scene, were context is rendered to a few measly lines. Don't panic, or at least not yet. Dunkirk is a story of many struggles for survival, and Nolan is going to root through his usual bag of tricks to extract this perspective from history's grandest retreat.Nolan is back to his trademark storytelling technique in Dunkirk. There are three major plot lines cut together in nonlinear fashion. Two soldiers attempt to escape the beach, a trio of civilians cross the channel on a one boat rescue mission, and a pilot defends all against German aircraft. Individually, each account is almost overly simplistic, but they are edited so that a sleepy film-goer might find the narrative incompressible. The temporal dicing can lead to monumental changes in shot composition from cut to cut, including night to day, clear skies to grey, and from calm to raging seas. When plot lines do briefly converge, their might be a 40 minute gap between one perspective and its reflection. Audiences looking for plot to serve as a guide will be lost. Then, when they make the logical next step a look for a central character, they will grow more bewildered. Dunkirk relies on an ensemble cast, I would be impressed by anyone perceptive enough to walk out of the theater remembering any two characters' names. No time to really explore individual performances, but the cast is astounding. Quality notwithstanding, no single part is hefty enough to serve as a focal point. Without defining plot or characters, people looking to evaluate Dunkirk on their customary schema are going to be unfulfilled. Where the heart of most films lie, Nolan has created a void. Dunkirk is a masterpiece because beyond this absence there is only intentioned craft.Dialogue is a rare interruption in Dunkirk. There is virtually no exposition. Still, gleaning motivation is never a problem. The solider pair making up 1/3 of Dunkirk observe their situation, and, without speaking, mutually understand the best path to survival. The closest we get to a comical moment is when the duo simply look to each other, no choice to what their next act must be. The audience understands these characters by the same method they understand each other. Only later we learn speech that could have espoused the situation was impossible. The score speaks clearer than any dialogue. What Zimmerman lacks in subtly here is compensated by his brutal effectiveness. Symphonic blaring with an omnipresent ticking, the crux is dissonance rather than resolution. Audiences will pray for silence and its arrival is rapturous. But the eyes will be as overwhelmed as the ears. Dunkirk is constantly upsetting with vastnesses of oceans, beach, and sky as counterpoints against confined quarters, dense with humanity and rising water. There is no rest, or even catharsis. None of the hallmark exhilaration associated with the genre. Death comes via suicide, stairs, water, and oil. Extinction by strafing is almost pleasant because it is familiar within the context of war. Dunkirk should not happen under the laws of moviedom, it is a fortunate example of when a powerful director can tell a story of personal importance with personal style. The most common criticism will be from those who entirely missed the point, complaints about story and character despite the deliberate steps to make clear these ideals were never the goal. Saving Private Ryan fails if you walk out of the theater without remembering the name of Hank's character. Make a rule of thumb from this, but not a universal standard. For some, the blunderous beautify of war exemplified in films like The Big Red 1. These are their war films. That's fine, but you must also appreciate Dunkirk which requires a bit of investment and does not hold your hand. I can only hope this is not too much of a burden."
