,Review
61,"I don't worry and obsess too much about 'superhero' flicks. I just expect them to suck and take what enjoyment I can from them. So the relatively high quality and watch-ability of ""Spider-Man"" and ""X-Men"" was a great surprise to me, since I had fully expected them both to be lame, camp, and stupid. But instead, both flicks were well made films with warmth, dignity and humor, as well as being pleasant tributes to the memories of decades of entertaining stories and the comic book creators who made them.""Batman Begins"" continues this great tradition. It manages to include almost everything the fans love about the character and his alter ego - the cape, the gadgets, the Bat-Mobile (more of a Bat-Tank, but still), the urban backdrop, the disturbed and disturbing villains. And it does all this while still being a crackerjack movie - the quality of the production, the acting, the soundtrack and the cinematography are Sky high.What's really wonderful about this version of Batman is that there are some major Hollywood actors involved in this, but every one of them treats the material with gravitas and respect. But at the same time, no one chews the scenery or over-does the drama. Neeson and Caine are especially great in this respect. No one can instill dignity and humanity into a potentially silly or goofy scene like Neeson.(Hell, he almost saved 'Episode One' all by himself.) Here, he just punches the humanity and also 'larger than life' quality of the proceedings into the next level. And Micheal Caine is, well, Micheal Caine. He's effortlessly wonderful as Alfred, as good in his way as Micheal Gough was in the previous versions of the franchise.I think it is obvious that while Tim Burton is a wonderful, whacked out visionary (and God Bless him for it), Nolan is in fact a better director for this more naturalistic material.I was very pleased to learn that Christian Bale would be the new ""Batman"" - after watching him in ""American Psycho"" and in ""Equilibrium"", I was pretty sure that he would have just the right qualities for the part - he's built like a brick, and he's got the 1000-yard stare and the 'lights are on, but nobody's home' qualities that the character demands. And man, he is good in this. Micheal Keaton is a wonderful actor, but Bale seems to have been BORN to play Batman.I can't give this a perfect '10', because it's a superhero flick, for crying out loud. I save '10' for stuff like 'Bambi' and 'Deliverance'. But this is really, really, really good."
62,Batman Begins is starting a new generation of Batman movies. This one if the best and it gave such a great beginning story to what happened to Bruce.Christian Bale gave a very good performance. He is a good Batman and I hope to see him continue with other Batman movies because he has proved himself to be one of the next leading Hollywood men in this time.The supporting cast was excellent too. Michael Caine gave a great performance as always as the Butler. He really brings energy to a movie.Morgan Freeman too is good as always but his part needed to be bigger. He is one of my favorite actors and I thought he was good in this movie too.Kate Holmes. She is another cute and sweet actress that I personally love to see in films. The not so good reviews First Daughter I thought was a good movie. She really has a potential too.Batman Begins is not to be missed. It is a good film and I am waiting for the next one! :)
63,"Ever since Batman Forever this franchise has gone downhill. But if there was a movie made to resurrect it this was it and boy did it do its job. Everything you like about movies is in here. Great acting, amazing effects, a rich plot, and having a cute Defense Attorny helps too. I don't care what people say, Katie Holmes getting engaged to Tom Cruise didn't have anything to do with the success of this movie. She's just a good actress. Christian Bale is THE Bruce Wayne and always will be (except for Adam West of course). Michael Caine is a great Alfred too. The Scarecrow is the greatest psychological bad guy since Norman Bates. All in all anyone who wants to spend 2 and a half hours enjoying themselves should check out this movie. But for people who aren't fans of the books should wait for the rental."
64,"The movie focuses on Bruce's childhood where he gets his haunting memories from. It shows how he was to become the prince of Gotham, but things do not turn that way. How he wastes some years of his life and then suddenly how he understands the aim in life. The movie certainly satisfies the viewers that how he actually becomes a batman, and from where he acquires his skills and the stuff which is required. Well if this is a beginning of a ""james bond like series"" then it really is a very good start, otherwise, well it certainly does not cover the whole part of the story. I can say that in comparison to the other ""such movies"", the movie starts a little slow, but for fans like me, who think the more explanation the better, I can say that is this movie is much better off. Well, to be critical some of the objects in the movie do not conform to the actual comic book story, but for a part like that, I suppose they cannot have a thing like that in real. Other than that, a few details are also messed up, but then depends on how well you have read those comic books. On the whole, I can say for fans who just cannot get enough in just 2 hours out of good movies, this movie (and its sequels) are just extravagant."
65,"The action sequences are tedious, overlong and boring. The whole nonsense with the ninja gang in Asia is a jumbled ridiculous mess. Best part is the assembly of the batman stuff, but the car is also a very uncool contraption. The long car chase scene with is pointless. Katie seems lost. The first 40 minutes or so goes by rather slowly and is of little interest. The fight scenes are not well done, difficult to see what is happening, and of little interest.This is a potentially good indicator movie for me, and I really need one, with the high percentage of loser movies coming out nowadays. If a critic loves this I can chalk that up to poor judgment.While Mr. & Mrs. Smith is totally mindless it is actually a lot of fun, is exciting for most of it."
66,"A well made action film, especially of its sort, it constantly tackles below surface ideas, such as justice, fighting crime, fears and corruption, while at the same time the film offers exciting action on the surface. The visual effects are very effective, and the overall visual style suits the project very well. Cillian Murphy is worth noting for an intriguing performance, even if the rest of the cast members only act adequately. The film is somewhat slow to build up, focusing on some of the story elements for too long, but once the film gets going, it is superb. There are certain imperfections that one generally accepts in these types of movie blockbusters. Yes, the on screen romance is dull, but at least here it is not a useless subplot. Yes, some of the characters are inserted just for laughs, and not to add anything to the story. Yes, even some of the necessary characters have pointless moments of comic relief. Yes, the special effects tend to go over-the-top here and there. However, do all these points really matter? If you are expecting a flawless masterpiece then they do, and you will not find such a film here. But, if you just want to see an action film that is a cut above the rest, this is a great example: a film that is engaging both below as well as above the surface."
67,"I enjoyed the movie, and I thinks it is worth of the good rating in IMDb. The plot was good enough and I even liked the first half of the movie. But here and there there were things that just felt wrong, here is a short list from the top of my mind (and from the worst to the least):1. Close combat scenes. It was very hard to understand what was going on, wobbly camera, darkness and fast multi angle cuts adding to the confusion. Almost as bad as in Resident Evil: Apocalypse. Only reason I can think is that Christian Bale didn't wan't to learn to act hand to hand combat. But in most of the battles he is wearing the bat-mask (and fighting masked enemies) so they could have used a stunt double to do the dirty work. Go figure, maybe it's just a close-combat directing fad.2. Microwave-machine that can vaporise water many yards away... ... but vaporises nothing water based (blood, anyone?).3. Undestructible Bat-tank Running through 20 inch concrete wall that is designed to stop vehicles from running through it (being in between of the lanes...). No way something that flimsy could do that, no matter how high-tech it is. Can't say for sure but I think it even went wheels-first to the walls. Some wheels there. And it wasn't even made to break walls, but to jump over rivers.4. Tricycle-Bat-tank There is a reason wheels are usually located in the sides and near the corners of a vehicle, it's called stability. And if it was meant for for rough terrain bridge building, no wonder army was not interested. That thing would topple over at the first sight of a slope.5. Gun in a courthouse Bruce was able to smuggle a gun in to a courthouse in a crime-infested town? I can understand the assassin (bribing and all) but Bruce? Maybe he did some heavy bribing off-screen.6. Grapple-gun Okay, just a minor rant here, it is one of his trademark toys so no way to exclude it from movie no matter how ridiculous it is. Rest of the Bat-suit and accessory was well portrayed (maybe excluding the bat-throwing-stars), even the armor was told not to be bullet proof."
68,"It seemed the past few years many things began ... again. Yes Superman returned, but it was a beginning too. Batman begins is one of the best efforts of this latest craze that emerged. And the director is playing a key part in this.Christopher Nolan is of course not the only man to ""blame"" on the success of this reinvention and of course re-birth of Batman (after part 3 and 4 you could be excused, if you thought it was over for Batman)! Where the new Bond (21st installment) was about to throw away the complete history of Bond as you knew it, Batman ""just"" reinvented the style of the two first movies. Yes I liked the first two Batmans, but I do also think that Nolan's Batman is better. Beginning by the costume (completely dark, instead of having something yellow on his chest, that would be like an easy target to shoot at) and goes on, with the man behind the mask. Beautifully played by Bale, who is supported by a great cast! A great drama with action in it ... what do you want more?"
69,"Wow... I really wasn't expecting much of that movie, but I was really impressed. Of course, Tim Burton is not behind that one, so it's definitely not an ""artistic"" movie like Batman I & II, but the cast was great and I thought that the plot was really good. Christian Bale is definitely convincing, and with Morgan Freeman, Michael Caine, Liam Neeson, Cillian Murphy (oh my god, so gorgeous!) and Gary Oldman (funny, I didn't recognize him...) in the same movie, I don't really know who else we could ask for, they're all simply brilliant! The movie is pretty long but time passed really quickly, and I liked the alteration of action, jokes and deeper stuff, like the introspection that is bound to happen. I only rated it as an 8 and not more because there's a point where you have to compare that one to Batman I and II, which were both 10 in my opinion, and this one just misses that artistic touch that only Burton masters... I don't want to say more because every batman fan (I & II at least) should see this one, and I really hope they like it as much as I did!"
70,"I'm a huge Batman Fan...not in an over-driven anal way, but I did want to see how much popcorn I could fit in my not overly large mouth, even if this meant suffocating when I watched (blocked out) the travesty of Batman & Robin and the case of over exposed nipples...Batman Begins is a fantastic film...for everyone...except those under 12! Warning 12a! Blah...Christian Bale is Fantastic and just what the Dark Knight should be Brooding, slightly mental, Dangerous with a sense of humour. The cast in fact is brilliant from Gary Oldman to Rutger Hauer (kudos to Liam Neeson)...and even though Katie Holmes is in the ""thankless"" role of ""woman needed any will do"" she too excels (doesn't get in the way).The settings are visually pleasing, from the ice caped mountains to the neon-dark Gotham (nice train) and the music too is effecting and complements the film perfectly.I urge all to see this film it is one of the few ""summer movies"" that won't induce popcorn-eating contests to pass the time (though they can be fun)My enjoyment of this film didn't even waver when the screen went totally out of focus and everyone sat in our very British manor waiting for someone else to notice.:) This of course is just my humble opinion."
71,"Christopher Nolan undertook the difficult task of bringing back Gotham's savior and managed to pull it off in style. Nolan's tribute to the 'Caped Crusader' is a clean break from the twentieth century franchise that included Michael Keaton, Val Kilmer and George Clooney donning the mask of the great DC comic detective. The chiseled Christian Bale takes on the mantle of the 'Dark Knight' as Nolan delivers a gritty, edgy and, dare I say it, more realistic Batman than his predecessors, who inadvertently ended up making a parody of the superhero and his exploits. Bale delivers a troubled and dark Bruce Wayne who in is complexity is more credible then the Bruces of the past. As Batman, he fits the mold although his delivery could use some work.Cillian Murphy is far too pretty to play an arch villain like 'The Scare Crow' who, surprisingly, didn't pose much of a threat and would be laughed at if considered a true nemesis. On the other side of the tracks is the world's favourite girl next door, Ms. Holmes, who still looks like she belongs at the creek. Though their efforts are both apparent and commendable, they still come across as children caught up in a game for grownups.Michael Caine brings emotion, humor and charm to the character of Alfred the Butler as is Gary Oldman believable as the helpless but good, Sergeant Gordon. The original Hitchhiker is back too, with Rutger Hauer's convincing portrayal of the ever so sinister Earle who runs Wayne Enterprises until Bruce comes of age.Liam Neeson's performance is the big surprise in this movie of all stars, which also includes Oscar winner Morgan Freeman and Oscar nominee Ken Watanabe from 'The Last Samurai.' The audience can always expect a great performance from Neeson but in this flick he really hits the mark especially with the physical demands of his character. Not to be out done by the other heavy weights, Tom Wilkinson, also an Oscar nominee for 'In the Bedroom, is up to par in his performance as the immoral underworld boss, Carmine Falcone.The action scenes are shadowed by darkness, literally. The audience doesn't get the opportunity to fully appreciate the fights mainly because they take place under limited lighting. On a brighter note, it's enjoyable to see how Bruce Wayne actually transforms into 'The Batman' albeit is at an accelerated pace. With the combination of a worthy Batman, a great cast, a plot that's not totally predictable and a more REAL and gritty feel, 'Batman Begins' is an enjoyable feature that leaves you waiting anxiously for the next installment."
72,"This is an outstanding super hero movie. I had a lot of fun, even though I loved the Tim Burton Batman movies, and did not really want to see this movie made. Batman's super powers are not so super, and the treatment of the mental and spiritual nature is more in depth. I liked the tie between the childhood fears and the batman character. It was refreshing that there was no 007-style comic relief. Top performances by Michael Caine and Morgan Freeman. The art direction was solid, but not as great as the Tim Burton films. The movie gets 8 stars because it is a great movie only in its own universe of super hero movies. It does not really tell a universal story--only a story about how a guy becomes a superhero, which of course is make-believe."
73,"Set in the fictional city of Gotham, Batman Begins tells the story of how Bruce Wayne became what he was destined to be. Jumping between Bruce's child-hood to his adult life, then to present time, this movie shows what influences and experiences affected his decision to become the Dark Knight of Gotham, a story which a lot of people don't know. This movie is for anybody who's ever wondered ""Hey, how did this bat guy get to be so good at man to man combat? Or, where did he get all those gadgets and that bat mobile? Or, why did this guy just decide to dress up and fight crime? Or even, why choose a bat?""Now, not being a huge fan of the Batman franchise (especially in the last 10 years) and even knowing that Christopher Nolan was directing, I didn't expect much from this movie. I was thinking to myself ""Oh brilliant! Another Batman movie, another weak idea for a comic book movie, another excuse to make a high budget movie jammed with loads of CGI and explosions. How could anybody possible think they would be able to milk anything new and unique out of a franchise that has been squeezed dry by almost every star of Hollywood and still hasn't had any real success?"" Very open minded I know, but how could you not be skeptical? However, I was most pleasantly surprised. Unlike your typical comic book movie, Batman Begins avoids the temptation to include those cheesy awkward moments and one liners that make you nauseous. But, this movie was anything but typical; it was the most original and down to earth comic book adaptation in years. The storyline actually made sense and was believable, unlike the other movies, it never leaves you thinking ""But why was he or But how can he"" The acting was convincing, Christian Bale had just the right persona to give the effect of a man with a lot on his mind and a lot bottled up inside him. Morgan Freeman was his calm, cool, collected (and very smooth) self. Michael Caine did a good job in his type-cast role as Alfred the butler, and Katie Holmes' performance was better than expected. However, the most refreshing and skilled new actor in this movie, in my opinion, was Cillian Murphy in his role of Dr. Jonathan Crane, who seemed to be the wild card of the cast as he was the only actor who has previously only had cameo roles in films  but he did an astounding job of his role. I am positive we will be seeing much more of him in the future. The directing was superb; the use of lighting and camera angles really gave Gotham that gloomy and dark feel about it. The moral of the film: We fall down so we can pick ourselves up again seemed completely valid in any context and was completely relevant in the film. But the best part was No nipples on the bat suit! Unlike previous installments in the Batman franchise, this is not a kid's movie. It is darker, deeper and more down to earth than all the rest. But it is welcomed by me and I'm sure the majority of the people in this large, movie loving world.Overall I would give this movie 8 out of 10 stars, because at the end of the day, a superhero movie can only be so good. But it is great cinema and it is wished that skeptics (as I was), may give this film a chance."
74,"As the title hints, ""Batman Begins"" is not a sequel to the three (the latest previous attempt doesn't count) recent installments featuring the Caped Crusader, but rather a new dawn that unabashedly ignores any established precedents. The end result is as intended, breathing brilliant new life into a series that had unfortunately become a laughingstock.The script's blueprint invigorates the film. Because of the audience's general familiarity with the title character, ""Batman Begins"" is able to concentrate on his origin and motivations rather than the crime fighting itself. Like ""Superman"", the best superhero movie ever, the film spends a significant portion of its running length on the how and why instead of the what. We observe the fears and struggles that Bruce Wayne faces, which simultaneously humanizes him and heightens his mythic status.This course of action is primarily executed over the first ninety minutes, during which a depth beyond the typical perfunctory introduction of motives is established. Batman's fearsome aura, the source of his power in both the fictional world of Gotham and the real world of moviegoers, is detailed, resulting in a movie more fascinating psychological thriller than standard adventure flick, although the action scenes still shine, one Batmobile-charged chase in particular. Eventually of course the inevitable protagonist-antagonist showdown evolves, and then the movie deteriorates slightly, but by that point ""Batman Begins"" has reached such heights that neither the slight come-down nor occasional cinematic conveniences and niceties (why the kid?) derail the picture.Aiding in the climb to excellence is the best supporting cast of any Batman film, filled with respected and recognizable faces who nail roles as they suitably show more restraint than many in the prior versions. Cillian Murphy is extra creepy as the the shady psychologist Dr. Crane; Liam Neeson authoritative as Ducard, Bruce Wayne's mentor; Gary Oldman, even though you half-expect him to go psycho at any moment, evokes an excellent world-weariness as Detective Gordon; Michael Caine adds strength to the butler Alfred; and Morgan Freeman as Batman's pseudo-Q is...well, has Freeman ever been anything less than superb? Other talented actors like Tom Wilkinson (crime boss Carmine Falcone), Ken Watanabe (the enigmatic Ra's Al Ghul), and Rutger Hauer (the business head of Wayne Enterprises) round out the predominantly male cast interestingly loaded with Brits. As the mandatory female love interest, Mrs. Tom Cruise...er...Katie Holmes, is fully adequate and attractive, although her part could have been played by numerous actresses.All that talent matters little if the man behind the cape and cowl falters. But Christian Bale never wavers in either portion of his role. I'll say it...Bale is better than Keaton, Kilmer, or Clooney, combining the best of the two former actors. As Bruce Wayne, he surpasses Keaton's charming playfulness and Kilmer's suave businessman with a twinkle befitting the younger man. As Batman, Bale possesses a masked intensity that blows away all of them, embodying the tortured soul through menacing facial expressions and a daunting physical presence that none of his predecessors maintained consistently.Beyond an omnipresent score (from Hans Zimmer and James Newton Howard) that is unrelenting but still mostly unobtrusive, a solid script and high production value lay the foundation from which the aforementioned excellent work is built. With the feel of a ridiculously polished (as it should be for $135 million) independent film, the Chicago-based Gotham City is edgier and darker than ""Batman Forever"", but grittier than Tim Burton's noir-ish films. Those were bleak by design, while Batman Begins seems to draw its bleakness from beyond mere physicality, from a hope-starved story that matches its dismal yet chimerical backdrop. Instead of the fact-based world of Spider-man and his New York City, Batman and his Gotham sport a fantasy-laced makeover that better allows for distinctions between good and evil. While moral murkiness fits some films (""Mystic River""), superhero flicks work best with clear-cut distinctions. By creating a city with a sense of elevated reality, director Christopher Nolan and company imbue ""Batman Begins"" with a stronger soul that thrives on the film's dominant theme of fear, compounding the movie's allure.All aspects collectively tap into the mysterious and powerful Batman myths better than any other movie in the franchise. We now know not just who and what Batman is, but how and why he exists.Bottom Line: ""Batman Begins"" is the best on-screen incarnation of the Dark Knight yet. A high 8 of 10."
75,"Batman redone. It gives us a new origin of Batman (Christian Bale) and how he got his powers and such. He still plays playboy Bruce Wayne while fighting evil as Batman. His first two villains are the Scarecrow (Cillain Murphy) who produces intense fear in his victim with a gas and Ra's Al Ghul--who trained Batman and knows ALL his weaknesses.OK--it's MUCH better then Tim Burton's dreadful movies but I still wasn't too impressed. I didn't like the new origin at all and it's a full hour before Batman even shows up! It does have good parts--Bale is dead on perfect as Bruce Wayne AND Batman. He also pumped up for the role (we have at least two shirtless scenes). It LOOKS great (if very dark) and it has elaborate special effects left and right (with tons of explosions thrown in too). But I was mostly bored. The training sequence at the beginning just went on endlessly--it was more like The Shadow's origin than Batmans. Also this movie was WAY too heavy on darkness and atmosphere. At one point it was raining and I noticed nobody in Gotham pulled in their clothes from their lines. This isn't nit picking but obviously it was all out there to add an ""atmosphere"" to the scene. Also when you find yourself worrying about little things like that the movie just isn't doing its job (i.e. entertaining you). However Batman's costume, the Batcave and the Batmobile are all explained pretty logically.Acting varies--Bale was just great. Michael Caine (as Alfred) matched him. Even Katie Holmes (a limited actress) was good--too bad she won't be in the sequel (this inexplicable romance/marriage with Tom Cruise is destroying her career). Laim Neeson was very dull as a teacher--he appeared to be drugged out. Gary Olman was (suprisingly) terrible as Jim Gordon--he seems VERY unsure of how to play the role. But Rutger Hauer, Linus Roache (who bears an uncanny resemblance to Bale) and Morgan Freeman were all great.To be totally honest I looked at my watch more than once. I couldn't wait for this thing to get over. All the praise this is getting is beyond me. I give it a 7--and that's mostly for the acting."
76,"I attended the 6:35 pm showing Wednesday (opening) night at a suburban multiplex in Minneapolis. It was a very sparse audience of mostly 50 to 60-year old men, some of whom had dates of equal vintage, which seemed like a very odd audience for this type of film. Perhaps it was the day and hour, but it certainly wasn't the audience I expected. Though better than the most recent ""Batmans,"" this visually impressive actioner fell a little short. In this prequel we learn how Batman came to be, starting with a nightmare. Stuck in an Asian prison at the base of a glacier encrusted peak, Batman-to-be Bruce Wayne awakes from a flashback of his childhood, where he fell down a well and was terrified by swarms of bats. Orphaned when a common thief kills both his parents, Bruce embarks on a personal journey for seven years. Inter-cut with his former cosseted life as the only child of a doctor mogul, is the quest of this current young man, living among criminals in order to understand how their minds work so that he may someday vanquish evil. Now imprisoned for some criminal act, he rather quickly frees himself, lured to the aerie of Ra's al Ghul. There he undergoes ninja training by Ducard (Liam Neeson) who spews aphorisms more akin to Steven Segal than the Dalai Lama. Much mumbo jumbo later, Bruce Wayne evolves into a skilled killing machine, only to reject the role of executioner of bad guys, and membership in the elite League of Shadows, the position for which he was groomed. He burns down al Ghuls house and returns to Gotham to fight evil on his own. Constructing his Batman persona and superstructure with the aid of his wise and loyal butler, Alfred (charmingly played by Michael Caine), Bruce Wayne becomes Bat-man because it symbolizes a fear he has conquered. As he reacquaints himself with Gotham he eventually finds that his father's company, its legacy chairman, most of the Gotham police, and Ra's al Ghul are all tied into the dirty workings of Gotham's king of corruption, Carmine Falcone. When Falcone has the man who murdered Wayne's parents killed to prevent him from testifying against Falcone, Bruce confronts him for fostering corruption. It is then Bruce quickly learns that insulting Falcone only puts those he loves, Alfred and his childhood girlfriend, Rachel, at risk. The conflicts between all parties are satisfactorily entangled in a heinous plot to destroy Gotham, and is then skillfully unraveled by Batman with truly impressive action sequences. But it only gets fun after a long 55 minutes into the film when Bruce finally gets a handle on himself. Until then the film is a bit tedious. But when the super toys roll out the basement of the Wayne corporate office building, the thrills are non-stop. Morgan Freeman plays a wonderful cameo as purveyor of cool technical gadgets, including one helluva Batmobile. Unfortunately, many of the bons mots of the film are lost to poor enunciation on Bale's part. While Caine, Neeson, Oldman, Freeman, Holmes and just about everyone else in the film speaks clearly, Bale lets the words sort of fall out of his mostly open mouth. Only after he dons the slick iconic body armor of Batman does Bale close his mouth and enunciate. Hard to believe the oral transformation was part of the movie's dramatization, but one can only hope. While most of the dialogue is workman-like, spare, and to the point, it becomes almost ludicrous when the characters presume to say something ""deep."" Most notable are when Neeson, early on, delivers his melodramatic utterances, and, toward the end when Holmes proffers the truly incomprehensible gibberish about the Batman person who she loved and might someday see again. On a more positive note, Holmes put in a genuinely adult dramatic performance, which suggests a successful transition from TV darling to serious big screen actress."
77,A new movie and an excellent start to the Batman series from Nola
78,"The movie is pretty great. Is quite brilliant how it explains the way Bruce wayne learned to fight and all the abilities Batman has, where and how learned the escaping techniques and all that stuffs. Its nice to see how he is becoming Batman, and acquires all the weapons the instruments and the bat suit. The bat mobile is quite impressive!! it is not a car, is a tank.....amazing. One of the other thing that really stand out are the characters. All of it has a very well defined paper, and the performance is spectacular. Michael Caine doing Alfred is really good. Christian Bale rolling Bruce Wayne is really good too, but what is most spectacular is that he gives Batman back that darkness he has lost in the last two horrible movies, Batman Forever and Batman and Robin. Because that's what Batman is; is a Dark Hero. The only thing that didn't like me was that the person who killed the parents of Bruce wasn't the Jocker, so ins that way they didn't respect the original story."
79,"Tim Burton made Batman look a bit childish in Michael Keaton's figure, and were always beaten by his great villains in both Batman (1989) and the fabulous sequel. But then suddenly Joel Schumacher decided to trash and destroy everything that was cool, stylish and fascinating about the knight of night. So he made Val Kilmer do Batman and topped it all in 1997 by making the horrifyingly bad Batman & Robin that included a terrible Arnie as the main bad-guy.Christopher Nolan, the man behind MEMENTO and INSOMNIA decided making a whole new start to the famous story of one of the most beloved superheroes of all time. BATMAN BEGINS offers a totally new and inspiring gem into the whole Gotham setting. And Nolan ends of his trilogy of psychological settings here; were MEMENTO were lead by memory loss, INSOMNIA followed up with a sleepless Pacino and here he tops it with phobia and fear. And casting Christian Bale as Batman was surely a good move, the former Patrick Bateman looks as his on the edge of breaking all the time, making him intense and pretty scary in his look and atmosphere.We meet down-and-out billionaire Bruce Wayne that's being held in a prison in China. Being a pretty aggressive person he joins the League Of Shadows up in a Himalaya monastery were he's thought totally new skills, but he refuses their methods and returns to his home town Gotham. After his troubled childhood he still suffers from phobia, returning to get rid of the criminality that killed his parents, he dresses in black as Batman and teams up with the only fair people in the city...And Gotham looks better than ever. Not being that peculiar and interesting as Burton's Germanish inspired dark-goth, and not as pathetic and cyber as Schumacher's new wave punk - it looks fashionable but under the surface it suffers from crime and gangsters, violence and cheating. The underworld AND over-world worth remarking, is lead by corrupt cops and laws, mafia bosses that doesn't press charges but shoots you (Tom Wilkinson) and a creepy Scarecrow doing the dirty jobs as a pleasure. In here Batman takes his loop as the dark knight he is and gets allied with off course his best friend, butler Alfred ( played wonderfully by old-English Michael Caine), the policeman (Gary Oldman), Wayne Enterprises R&D man (Morgan Freeman, perfect choice!) and uses his childhood sweetheart (Katie Holmes) just as much as an informant on the law-side as a love interest.And Batman looks better than ever; his dark voice and aggressive attacks leaves old man Keaton and Schumacher's choices as pathetic baby bats. So, flying like a bat and stinging like a bee, Batman's back for business. Filled with great actor performances, amazing action, great CGI, fine dialog and absolutely great settings; Batman Begins is the best Batman movie so far. And one more thing; the Batmobile rocks! Or is it a car or a tanks?"
80,"I hated ""Daredevil"". I didn't like either ""Spider-Man"". The ""X-Men"" movies were mediocre. I can't say that I remember the ""Superman"" movies fondly. The 1989 ""Batman"" was dull. I hated all the ""Batman"" sequels. ""Catwoman"" was abysmal.In fact, by my definition, a superhero movie usually equates to a moronic, silly and childish piece of crap designed specifically to make tons of money with merchandising and Burger King tie-ins.I hate them. I hate them. I hate them.In fact, I resent the genre for angling the entire medium of film toward a younger demographic. Every major release in this day and age seems to appeal at least somewhat to kids in order to capture the massive dollar amount that they generate. I say... ""Fuck the kids""! This is an adult world. They can have it later. That's why I almost always appreciate a film that ignores the 13-25 year-old demographic and delivers a literate and intellectual story about adults and for adults.Okay, that rant is over for now...In fact, the only superhero film I even remotely liked was ""The Hulk"". Not surprisingly, it was the one superhero film that didn't do too well with the younger demographic. It was arguably the least financially successful superhero film in the last 20 years. (Not counting the joke that was ""Catwoman"").So, I finally arrive at ""Batman Begins"", a film I presumed would follow the trend of silliness evident in all the other movies of this ilk.I actually liked it?????? What the hell??????With movies like this, so popular and so familiar, I usually dispense with the plot summary. So I will delve right into the opinions...I loved the look of this film. It maintained the slightly somber feel that accompanies the Batman saga, but it wasn't afraid to venture into daylight from time to time. Heck the first third of the film takes place in the snowy mountains of somewhere or another... I wasn't paying attention.My biggest gripe with comic book films is the lunacy of the plots. I usually cannot suspend my disbelief at all. However, ""Batman Begins"" had me from the get -go. I was buying the story... it didn't seem ridiculous to me. SHOCKING!!!Another thing that surprised me was that the villains weren't absolutely ludicrous. Comic book villains are usually so dumb and over-the-top that I lose all sense of belief. Here, they are relatively subdued... I liked that a lot.The only problem I had with the film was the insanely stupid 'Batman Voice' that Bale chose to use. What the hell was that all about? Very silly indeed!The acting was rather impressive all around... Especially from the supporting cast. Only Katie Holmes left me wanting for more. She was rather dull. I liked the turns by Morgan Freeman, Michael Caine and Gary Oldman... they brought some added weight to the film. Liam Neeson and Cillian Murphy were both solid as the bad guys. And apart from Bale's silly voice, he was a very good Batman... his face carries the emotional weight of the character and doesn't let the character venture too far into camp territory.I will say this though... Superhero movies by their very nature are not capable of a grade in the A-range. It would have to be tremendous just to merit a B+ from me. The silliness of a man bouncing around in a spandex suit with pointy ears just will not allow me to go any higher. But ""Batman Begins"" was about as good as I could have imagined from a film in this genre. I teetered between a B and a B+... but because of the pleasant surprise, I am going to reward it with a B+. ""Batman Begins"" is the best in it's genre because it isn't too silly It isn't too campy. It isn't too childish. It doesn't take itself too seriously. It strikes the right balance. It is geared to a slightly older audience than your typical popcorn flick. I had a really good time with this one!"
81,"To start... I am not a comic book reader and thus will not be making any comment on the history or development of Batman based on the comics. I am purely a fan of the character based off the Tim Burton Films and the old Adam West series that I enjoyed as a child, and the animated series.As the title suggests this is only the beginning. As I am sure Warner Bros. is expecting this to be a hit the movie, it establishes the back-story of the Dark Knight in great detail. I enjoyed the film immensely. If I had to find fault with the movie it would be that I felt the editing was a bit muddled during some of the action sequences, thus making it harder for the viewer to follow the events. I thought the casting was well done and that each of actors talents and personalities fit the character each was portraying.Perfect popcorn eating summer flick....."
82,"I wasn't extremely thrilled with Return of the Sith, and so I went to see this film hoping to get a little more for my dollar since the trailer made it look pretty decent. I've got to say, it was pretty slick. Gone is the ridiculous plot and corny humor of the past installments. This movie has a more serious storyline than its predecessors, explaining the origin and training of the Dark Knight to-be and then delivering butt-kicking goodness. High points are the nearly believable explanations of Wayne's acquisition of technology (suit, gear, ride), the edgy cinematography with abrupt, mid-conversation scene changes, and excellent supporting acting by Neeson, Cain, Oldman, and Murphy. I'd say the low points are the rushed nature of Batman's coming of age, but I guess that's understandable given the necessity for Batman vs. Gotham time the already long duration of over 2 hours. And sorry, but I'm not going to say anything nice for Ms. Holmes because I never was a big fan of hers and I'm already sick of the media fiasco over her and Tom Cruise. Anyway, if you want a Batman movie that isn't as over the top as the last ones and is as believable as possible, this is the movie for you. I wouldn't be surprised if it ends up being the top critically acclaimed action flick of the year."
83,"Director Christopher Nolan pulls out all the stops as he embarks on solidifying Batman lore with his retelling of how one Bruce Wayne became the capped crusader Batman. Nolan dazzles in many scenes and is always rock solid, never resorting to cheap humor or unnecessary special effects. This Batman is a dark tale that explains why Batman is the person he is, why he became the person he was to be, and what lies ahead. Christian Bales does a credible job in the lead. He is surrounded by first-rate performers lending their experience and acting savvy: Michael Caine as Alfred(very, very good), Morgan Freeman as Luscious(very, very good), Gary Oldman as policeman Gordon(very good) and villains Liam Neeson(very good), the ever impressive Tom Wilkinson(excellent), and Cillian Murphy(very good). Rutger Hauer is also along as is Katie Holmes(big deal huh?) I really enjoyed this film and was impressed with its cohesiveness and strong script. The script, the direction, the acting, the sets, and the special effects all blend together and make a fine film and probably the definitive Batman film to date. I know many people will compare this to the two Burton films - both good films in their own way. But this Batman is not that Batman. There are no one-liners here and there mixed in with an occasional over-blown scene. This film is a very serious take on a very serious man that has devoted his life to stopping crime in Gotham."
