,Review
32,"Christopher Nolan wasn't always directing caped crusaders and dreamworld desperadoes. Once upon a time (nine years ago to be exact) he was at the helm of a criminally underrated crime thriller by the name of Insomnia.Starring Al Pacino as a L.A. detective who travels to a remote Alaskan town to help identify the killer of a teen, this is one of Pacino's most recently truly great performances (a shame, I know). Hilary Swank and Robin Williams co-star as an up-and-coming local policewoman and deranged author (respectively), and both do a superb job of keeping pace with the venerable titan of Tinseltown.What's particularly effective here is the excellent use of setting. In Nightmute (sounds inviting, huh?), because of its far-northern location, the sun doesn't set for long periods of time. This causes Detective Dormer (Pacino) to eventually start falling apart at the seams, as the sun seems to penetrate every effort he makes to lose himself in restful slumber. This naturally ties into a specific subtext that reveals much about Dormer's personality and tainted past as a detective, and it's very refreshing to see the usual them of darkness giving way to light flipped on its head.The problem with writing a review of Insomnia is that I can't detail too much about what unfolds (in terms of plot) without ruining some of the major twists that lend genuine weight to the story as it ambles along some truly dark and disturbing corridors. Don't let the analogy fool you, though; there's nothing slow about the pacing, and it's wholly engrossing from start to finish. The sense of impending slumber is imminent, though, and this heightens the tension in the third act when ""truth"" starts to become a relative term for our exhausted protagonist.Insomnia isn't nearly as stylish as Nolan's most recent offerings, but it's certainly ably directed and its tale is spun with maximum efficiency. If, for one reason or another, this gem that originally shone almost a decade ago has eluded your radar, be sure to check it out.As for myself, it's time to get a little shut-eye."
33,"Insomnia is directed by Christopher Nolan and was released in the year 2002. Walter Finch is the antagonist of the movie and is portrayed by Robin Williams. He is a really calm and cool villain who is always one step ahead of the hero, Will Domer (Al Pacino). Don't trust him by his innocent looks as he is capable of doing much harm that you can't even imagine. Even though Insomnia remains as one of the most underrated works of Nolan till date, Walter Finch is definitely one of the finest villains ever in the movies.Instead of darkness and shadow, the movie takes place in unforgiving, continuous brightness, the 24-hour daylight of a small town in Alaska in the summer months, where a teenage girl has been discovered beaten to death, her body showing signs of ritual killing. A grizzled LA detective is brought in to show the local cops how to take down a villain this scary – a detective who has accepted this godforsaken assignment because he is in trouble with the Internal Affairs department back in the big city. His investigation goes horrifically wrong and his bad conscience, his festering awareness of career mortality and his screwed-up circadian rhythms mean that he is driven slowly mad with sleep deprivation: a kind of fatal familial insomnia of the soul.Only those people who don't suffer from insomnia have the luxury of thinking it's a disturbing metaphor – when the simple physical condition itself is what is truly disturbing. So Al Pacino is inspired casting as the haggard detective Will Dormer, the policeman with the world's most ironic name. Nolan contrives a weirdly Inception dream- like chase between the two men across logs on a freezing river, and also sets up some terrific, Michael Mann-style head-to-head clashes as Dormer tells the creepy writer exactly what he thinks of him. ""You have no motivation,"" snarls Pacino, You're about as mysterious to me as a blocked toilet is to a f*%king plumber!"""
34,"The first 40 min. of this film is goddamn fantastic! Se7en (1995) has been my favourite movie for a LONG time. And for a while, nothing could take it's place. But Insomnia (2002) is even BETTER that Se7en!
The story is about homicide detective Will Dormer (Pacino), and his partner Hap Eckhart (Martin Donovan) going to a suburban Alaskan town, to investigate the murder of a 17 year old girl. After meeting with the fresh, young detective Ellie Burr (Hilary Swank), and stopping at a local hotel, they start investigating the corpse. They find out that she had been beaten to death. And that the killer clipped her nails and washed her hair. After a while, they start investigating a cabin in the woods. Then a mysterious man with a raincoat, starts walking to the cabin. After screwing up with a megaphone, The mysterious man gets afraid that he is being tailed and Dormer and a team of the local police, tries to hunt him down. They run inside the cabin and split up. They find out that the man has escaped down to a beach, near his house. Dormer then hunt's him down to the beach. The beach is FILLED with blue fog, making it really hard to see. Dormer meets up with his team, and then one of them gets shot. Dormer then tries to chase down the man, and shoots him. Due to Dormer's limited vision in the fog, he shoots his partner, Hap instead, and the mysterious man gets away. Hap dies and, Dormer tries to cover it up. Kay (the 17 year old girl) was beaten up by her boyfriend (Rick or Ricky). They interrogated Rick for answers but they didn't get any (this is before Dormer shot Hap). There is more to discuss but, I could go on for hours about this film."
35,"When I saw Insomnia the first time I was a bit disappointed.  I have never been the biggest Hitchcock fan and this film seemed to be a page directly out of the Alfred Hitchcock guide book to film making.  It is not as if I hate Hitchcock I just think his techniques have become over used and cliche. I was really excited about this film before viewing because I am such a fan of Christopher Nolan from his work on Following and Memento.The biggest disappointment however was that the film made me tired.  I caught myself dosing off several times during the film.  Upon repeated viewing I realized that this was the brilliance of the film.  Nolan found a way, perhaps accidentally to make the viewer feel the same way as Al Pacino's character.  This is when it ocurred to me Nolan is still the genius he was two films ago.  The story is great, and the acting superb.  Robin Williams pulls off a great take on a mundane psycho, and Hillary Swank as in Boys Don't Cry helps carry the film.  I recommend this to any Hitchcock fan and if you love suspense films and find yourself disappointed the first time, watch it again and you will love it."
36,"I thought this film was going to be one of those grisly slasher movies, but I'm glad I was mistaken!  Pacino is, as usual, on his mark!  In my mind, he's one of the best actors of all time.  This film shows why:Pacino and his LAPD partner, Donovan, are called by one of Pacino's friends to a small-town community in Alaska, where a 17-year-old-girl is murdered. Wasting no time, Pacino goes right to work, possibly wanting to take his mind off the troubles he has back home with his own affairs...The suspects dwindle, and Pacino wastes no time even further dwindling that list, but what he has left is a group of people that any one of them could have done it...or could they?Hillary Swank was the downfall to this film.  From the first time she meets with Pacino, she holds him on a pedestal, even going as far as quoting some of his previous work (even the address of a murder scene in one of his past cases).  It was obvious to everyone what a fan she was of Pacino, but they took it a little too far...Overall, this is an excellent movie!  The scenery was breath-taking (one of those, ""I wish I would have seen it on the big screen"" moments) and the characterization of Robin Williams (who was billed way too high for this film, since he doesn't enter the picture until about half-way through) as a writer was pretty good, also.  In fact, I found myself asking some pretty interesting questions throughout.Pacino fans and Williams fans alike will enjoy this film.  I gave it a somewhat-generous 9 because I lost myself in the film...I could really see something like this happening!"
37,"This is an excellent thriller, if you like to watch real movies. If so, you will be treated to real characters, real story, real drama. I can't add much to the review by Giancarlo, except that I think music could have played a more prominent more, but maybe in this case, 'less is more'. Pacino is excellent, the progression of his character through the movie is so real, you feel what he is going through. The meeting between him an William's is great stuff...""You don't get it. You're my job. You're about as mysterious to me as a block toilet is to a plumber. Reason for doing what you did? Who gives a f...""The supporting cast is excellent, especially Swank showing why she is now such renowned actress (this was after her first Oscar, but before her second) The only odd one is Williams, but it probably my prejudice against him because I grew up watching ever since he was Mork, so bad guy doesn't seem real. Nonetheless, he does it well enough, considering he's working out of his style and up against with two drama pros Pacino and Swank.There's no mystery, because we know who did it early on, the drama lies elsewhere, and it's a really good story.There's a lot of great scenes, just one great scene after another. I can pick up this movie at any point when it's on cable and watch it again. A very underrated movie, if you like drama you will be entertained."
38,"Master director Christopher Nolan has made another excellent movie after his masterpiece ""Memento"" starring Guy Pierce. But ""Insomnia"" is something completely else. The leading roles are for Al Pacino and Robin Williams, who are giving the best of the best performances! Furthermore there is two times Oscar-winning actress Hilary Swank. So far the cast, now let's say something about the story, which is truly remarkable. It's brilliantly written and it will keep you on the edge of your seat the whole time.This is without any doubt the best Pacino-movie of the last few years. Pacino and Williams are an excellent on-screen duo. It's a shame this movie received hardly any awards for the acting performances. This was the second time I watched ""Insomnia"", so I knew the story, but that didn't bother. I still loved it! To conclude I would like to give a quote I loved a lot: ""Life is so important. How could it be so f**king fragile?"" See this movie! You won't regret it! 9/10"
39,"This Nolan film may seem kind of ""easy"" compared to his others if you watch it very vaguely, however it is perfectly written and shown that it can be one of his best.The film's main theme is guilt and escaping from it, and through all the movie we can see that every single thing and detail is trying to give us that clue:First of all, Al Pacino's character can't sleep because being asleep would be the only way to avoid his guilt and be in peace, but since he carries the fear of his previous cases and the A.I. Investigation he can't find that peace to rest.Second, the fact that is never dark on the town and the sunlight is always up again reaffirms that the truth is always out and there's no place there to hide from it, a possible reason why Pacino's character always tries to make his room darker, so he can find a place to hide from the light, the truth.And third, the only reason why he shot his friend on the fog was because it was the only place where he could do it and get away with it, since it was never dark in town and he couldn't sleep, the fog seems like the perfect environment to let his real feelings and desires out and shoot his partner, the only place where he could hide; whether it was conscious or unconscious who knows, but he definitely wanted his friend dead.So this film is a true masterpiece, and every single detail of it may reveal more to it's true meaning."
40,"It's Interstellar week so my quest to go back and review all of Christopher Nolan's previous films continues.It seems weird calling Insomnia Christopher Nolan's most underrated movie considering I also think it's his worst film. But saying it's his worst is saying a lot. Insomnia is a brilliant psychological crime thriller that has a lot of the same beats as other police dramas but it definitely has the Nolan flavor along with it. It's about a detective Will Dormer, played by Al Pacino, who is forced to take up a case in Alaska with his partner in order to save his job because of previous mishaps on a case. The case is one of Kay Connel, a fan of Walter Finch's crime novels.As the movie progresses not only does Dormer have trouble sleeping, hence the title, but has to face his inner demons and mistakes he has made that have shaped an inescapable position. Pacino is brilliant in this film and plays well off of Robin Williams, who plays a surprisingly terrifying villain. I think this is another case of the acting in Nolan's films being overlooked. Nolan always creates great material for his actors to work with and puts them in perfect positions, but only one acting academy nomination has ever come from one of his films. I'm not sure Williams or Pacino's performances should have won Oscars but they are definitely under-appreciated.It's hard not to mention Hilary Swank who gives another incredible performance in a movie that she could have easily been overshadowed by two of the all time greats. Insomnia is one of the all time great crime films and I really hope that after Interstellar Nolan moves back into that genre and maybe even brings back Pacino for something. Perhaps something less cerebral than Inception but captures the intensity that Insomnia does, with the incredible characters of The Prestige. Go check out Insomnia and you will be pleased with the outcome.+One of Pacino's last great performances +Intense and thought provoking (as usual with Nolan) +Swank's overlooked performance +Williams creepy villain +Nolan directing a crime film -Ending a bit of letdown compared to other Nolan films 9.3/10"
41,"Perhaps my favourite Alaskan movie, maybe even my favourite Al Pacino movie and surely guaranteed one of Robin Williams best non comedic roles. INSOMNIA! A movie directed by Christopher Nolan is a movie about a mysterious murder that in a remote town in Alaska lacks the resources in law enforcement to solve it so two detectives from Los Angelas are flown in to help solve it. Yeah so its a pretty basic who done it type movie besides the whole Alaska thing.But what I love about this movie is the realism that Christopher Nolan is famous for. Even before he was known for Batman his movies had that amazing look Nolan is famous for.  The cinematography is incredible. Its like a travel brochure for Alaska! Its simply amazing. The story is great. It leaves you in suspense wondering whats going on but in a good way. And not to spoil anything but the reason its called INSOMNIA is its filmed in the part of summer where the sun never sets (sort of the same as the movie 30 days of night). It just adds to the films allure.So if you like great crime movies in the ""Who done it"" genre and you haven't seen this flick? Where have you been!?! Its time to track this movie down and watch it. You will be in awe. Especially if you're a fan of Christopher Nolan's other work or like the actors Al Pacino, Hilary Swank or Robin Williams."
42,I loved Memento. But that doesnt mean I was necessarily going to like Insomnia. The thing you need to expect when you go into Memento is a mind trip. Insomnia is just a murder thriller. The acting is AMAZING! And the film all around was just awesome. See it!
43,"Well-written, superbly acted, beautifully photographed, Christopher Nolan's Insomnia is definitely the best release of 2002 so far!  And for those of you who are afraid to watch because you've seen the original, I promise you will not be disappointed.The screenwriter made appropriate changes to the script that really improved the film.  The dialogue could have been simplistic, but instead was natural and sophisticated.  Most invited were the addition of several unpredictable plot twists as well as an improved ending.Pacino, Williams, and Swank all deliver incredible performances.  Pacino especially, who portrays the conflicted detective so perfectly.  The cinematography only enhances the emotion of the performance by allowing you inside his head, which compliments the nature of the film.Not only a crime mystery, but a psychologically-charged drama, this film is a must see."
44,"** possible minor spoilers ahead **This being my first Christopher Nolan film, I didn't know exactly what to expect with ""Insomnia"". ""Memento"" looked good enough, but a bit too arty to take in along with my film-watching buddy, i.e. my mother. ""Insomnia"", on the other hand, featured two actors good old Mom and I both like -- Al Pacino and Robin Williams -- so it was definitely something we could take in. And boy did we take it in!Christopher Nolan seems to me to be a master of using visuals as a means of advancing the plot line, which is something I've rarely experienced before while watching a movie. This is a good thing. Al Pacino so masterfully played an L.A. detective afflicted with severe insomnia as well as something that weighs down his conscience. This is another good thing. Robin Williams is absolutely delicious as a truly evil and psychotic (as well as scarily intelligent) man, something I'm not used to seeing him portray either in movies or in interviews. This is yet another good thing. Hillary Swank does well what she is supposed to do, which is to fawn over Detective Dormer at the same time that she sharpens her own detective skills. This is yet *another* good thing. In fact, the only complaint I have has been raised before by another reviewer, which is the fact that you don't really realize why Will Dormer is so nervous about IA breathing down his neck until almost toward the end of the movie (in that brilliant scene with Rachel Clement, played by Maura ""damn fine actress"" Tierney).My mother complained at the end of the movie that it went by too slowly for her, and indeed the main activity seems to be rooted in psychological play vs. pure action-driven adrenaline. If you're someone who likes thrillers to be filled with breathless chases down dark corridors and more turning heads than at a tennis match, this is quite possibly not for you. However, you would be missing an excellent film-going experience, as the movie is breathless for more intellectual reasons and everyone in the film gives their all, which rarely occurs with movies anymore.In short: brilliant movie, fantastic mental gymnastics, loved the acting, a bit too slow-paced for certain people, revelation occurs too late (but better late than never!), desperately want to see it again sometime soon."
45,"The only letdown to this movie, if it was even that, was that I expected the murderer's role to be more deranged. He winds up that way, but I expected it from the start based on the commercials I had seen. Overall a very intriguing story which makes you not realize you spent 2 hours in the theater."
46,"Saw this film the other day and enjoyed every minute of it. The three lead performances are fabulous. Al Pacino carries the film with his Oscar worthy performance as a detective suffering from a lot more than lack of sleep. Robin Williams is equally effective as Finch. Like Pacino, Williams restrains himself and by doing so turns in a brilliant nuanced performance. And Hilary Swank takes a role that may seem like it has no ""meat"" and turns it into something special to watch. The rest of the cast do great work as well in small supporting roles most notably Maura Tierney and Jonathan Jackson. The direction by Chris Nolan was well paced and utterly engaging and the cinematography was simply breathtaking. Insomnia should get some Oscar nods especially for Best Actor (Pacino) and Cinematography. I'd give it a 9 since I wanted to see a bit more of Swank and Tierney's characters fleshed out even more. Still it's the best psychological thriller I've seen in a long time."
47,"He looks dead tired and sleepy through-out the whole movie.  and scene after scene he looks as if though he is just ready to collapse on the ground and sleep, but he can't, Will Dormer has Insomnia.  Thus begins another great movie starring Al Pacino.  Though I was skeptical of Williams playing ""a bad guy"" the role seemed to fit him since he wasn't THAT much of a bad guy. And Hilary Swank is the perfect local-rookie cop.  I won't say anymore about this film other than, its definetly worth your 8 bucks to go see."
48,"Today I saw Insomnia and was very impressed. What can one expect when you have Al PAcino and Hilary Swank in great parts, along with Robin Williams in a villains role. All three more than hold their own,especially Al Pacino, who played the role of a police detective who is investigating the murder of a young Alaskan girl while being tormented by his insomnia, brought on by the never ending daylight of summer alaska. The insomnia, which the killer also has, is a major symbolic point, and the movie is laden with them, as well as suspense and psychological tension. Excellently written, beautifully acted, and superbly directed (Christopher Nolan pulls it off again), along with fantastic cinematography proves Insomnia as a thriller to go down in the great movies hall of Fame."
49,"INSOMNIA is not only the third film of acclaimed director Christopher Nolan (his first two were FOLLOWINGS and MEMENTO), but also a film that is able to intertwine the acting talents of three Academy Award winners.  Al Pacino plays a celebrated cop who is asked to work on the case of a murdered girl in Alaska.  Hilary Swank plays the local law enforcement who has her eyes on making a big case.  Robin Williams plays a troubled Alaskan writer.  Without giving anything away, INSOMNIA is definitely worth it.  Some may see it, and be disappointed.  One way to steer away from this failure is think of INSOMNIA as a psychological thriller rather than a ""Shoot 'em up"" thriller. INSOMNIA is story about loyalty and human emotion.  Don't get me wrong, the movie is thrill-packed, but let's just say--You don't need blood and gore to make the audience members be on the edge of their seats (which I was). INSOMNIA hits all of its points including acting, directing, screenwriting, and cinematography.  It's a first class thriller with great characters.  On a side note...Pacino is worthy of an Oscar for his performance, Williams is equally excellent, and Swank also deserves recognition for complete scope of acting.  A job well done by these three actors, and especially the man behind the curtain, Christopher Nolan!"
50,"One doesn't expect to feel claustrophobic in Alaska, but that's exactly the effect when watching ""Insomnia"". The primary story is about the police investigation of the murder of a high-school girl in a small Alaskan town. Through the pull of old acquaintances and political necessity, two LA homicide detectives (Pacino and Martin Donovan) are dispatched to the scene to help the locals. The political necessity concerns a graft investigation in which the two LA detectives are key suspects. One is thinking of copping a plea, so they are spirited out of LA to avoid the investigative light. Then they find themselves in the 24-hour day of the Alaskan summer where the two plot lines collide; the murder investigation and the graft. And what a collision it is. The insomnia of the title is suffered by the Pacino character, who can't sleep during the movie's 7-day span. And each day his eyes are more sunken, he's groggier, less focused. This parallels his descent into guilt, remorse, and desperation. But to provide any more details would be to give away key plot elements. ""Insomnia"" is gripping and it's best to see the movie cold.The acting, especially Robin Williams as the key suspect in the child slaying, is top notch. Williams is made for these roles, he should kiss the suck-up feel-good stuff goodbye for good. The photography is excellent, Alaska never looked so ominous, and the direction delivers the goods. Highly recommended."
51,"As said in my reviews for his masterpiece 'Memento' and the fascinating 'The Prestige', Christopher Nolan has always struck me as a very talented film-maker, and most of his films are ones that have impressed me a lot. Even weaker efforts, where his ambition can get in the way, have a good deal to admire. His films are all impeccably crafted technically, and often entertaining and thought-provoking, also knowing how to get good performances out of talented casts.'Insomnia' is not one of Nolan's best films, but not his worst. For me it's somewhere in the middle if ranking his films, 'Memento' being his best and, while with a lot of impressive elements, 'Interstellar' being the one that impressed least. It shows fidelity to the Norwegian original, but doesn't go so far that it's a pale retread, in a way that is summed up very well by Roger Ebert.Nolan directs with impeccable style and sense of atmosphere, as well as an ability to tell a potentially convoluted story with clarity without resorting to excess and over-ambition. Much of 'Insomnia' is exceptionally well made, while beautiful Alaska has rarely been more oppressive as well while the cinematography has grit and class. David Julyan's music score is not quite as complex as that for 'Memento', but has a very effective eeriness.The script is tight and thoughtful, and the story, filled with neat twists and turns, is hugely compelling and atmospheric, never being too simple but complex enough to still be understandable and be respectful to the viewer. The cat and mouse stuff could have been predictable and convoluted but executed in masterly hair-raising but also quiet tension.Performances are all strong across the board. While underused somewhat, Martin Donovan and especially Hilary Swank are great here. It is however Al Pacino and Robin Williams who are even better. Pacino gives perhaps his best performance since 'Heat' and he has to me definitely not been on this amount of blistering form as he is in 'Insomnia'. Williams is cast against type, and he plays a genuinely terrifying character with menace but also dignity and restraint.Flaws are only a couple, with the film ending too conveniently and some of the editing being a touch too jumpy.All in all, a gripping film and hardly a sleeper. 8/10 Bethany Cox"
52,"Al Pacino's acting once again is a highlight of a film he's in. He has the capacity to dominate a film with his presence. In this re-make of the Norwegian film, Pacino is excellent as a good-yet-tainted policeman who starts to unravel after not sleeping for four or five days. The Alaskan summer, with light 24 hours of day, can do that to visitorsRobin Williams, meanwhile, plays a killer. It's funny how comedians can do so well playing dramatic roles and Williams is a prime example. He's especially good at creepy nut-cases (See ""One Hour Photo"") Williams doesn't enter the movie until about halfway through and he's fascinating in a low-key role (until the end).For a modern-day crime film, this doesn't have a lot of action but that's fine if the acting is this good and the story involving. Here, the acting is better than the story. Kudos to Hillary Swank, too, for her performance as the cop.The Alaskan scenery ain't bad, either."
53,I used to think that nobody could come close to Robert De Niro when it comes to who was the best actor in Hollywood but as the years went by he started to pick some real Turkeys and a in the mean while an old hand was gradually taking the crown from De Niro and that is Al Pacino. In Insomnia he has picked another cracker of a film that although not fast paced is brilliantly acted and is very watchable. Hilary Swank is superb as is Robin Williams and its refreshing to see him taking a serious role instead of sentimental trash like Patch Adams but as per usual it is Al Pacino who steals the show. He plays an insomniac Cop who gets intangled in a murder case and gets into trouble after accidently killing his partner . I cant think of an actor who looks more tired than Pacino anyway so he was perfect for the role. The story is OK but to be honest the film is more about the performances than the plot. 8 out of 10
54,"First off, Christopher Nolan is one of my biggest influences when it comes to film and screen writing. With films such as Following and Memento, both of which reached cult following levels, he is well on his way to a successful Hollywood career. Then, today came, his 3rd film was released, Insomnia. Based on a 1997 Norwegian film written by Nikolaj Frobenius and Erik Skjoldbjærg, Insomnia is a true work of art in the world of film.Christopher Nolan takes all that was the 1997 film, and brings it to the next level, using his own style of directing, a musical score with shades of Memento, and an all star cast. Al Pacino and Robin Williams pulls out the greatest performances of their careers in the past decade, if not in their ENTIRE careers in my eyes. Pacino once again excels in the role of master dective, while Williams takes this chance to show his ""dark side"", and he does it so well. I can only hope that this is a rebirth of Robin Williams, and as it stands with his upcoming film One Hour Photo (which he once again plays a dark, psychotic role), it seems to be just that! Hilary Swank also pulls out what is the greatest role of her career.Insomnia brings you in as an audience, with it's perfectly woven plot, with a film noir feel to it, just as Nolan's first two films. It is a rollercoster ride of drama and suspense as you watch Al Pacino from the very beginning unravel, and the rest of the story and his past catches up with him. I can not say much more about it, as I do not wish to spoil anything about if for you, but I do want to say this... ...go see it, right now, and enjoy. If you love crime/mystery/drama films with that wonderful Film Noir feel to it, you will love this film. If that isn't your thing, then the performances of the three main actors are worth the price of a ticket in itself. Finally I just want to say, that Insomnia proves once and for all that Christopher Nolan will indeed be a force to reckoned with in Hollywood. I've said it before, and I'll say it again... ...Christopher Nolan is well on his way to becoming the Hollywood legend which he proves he is capable of becoming."
55,"I erred in giving into temptation to watch the original Norwegian ""Insomnia"" on IFC just a couple of weeks before seeing this Hollywood re-make directed by indie-credible ""Memento"" Christopher Nolan with a very effective Academy Award-winning cast.The original movie had a tiny budget and also an excellent cast, led by the terrific Swede Stellan Skarsgård, growing as pale as that relentless sunshine during the course of the film; the usually haggard-looking Al Pacino interprets his insomnia visually through an ever more haggard face.Though the original film isn't given as the source material until well into the closing credits, this follows the main thrust of the story closely. The changes, though, are both subtle and significant and intriguingly as American as Sam Spade when the mise en scene gets moved to Alaska (actually shot in Vancouver). Significantly, there is less sex and more morality.Hilary Swank's character is more naive than her counterpart; Martin Donovan's character's role is more central to the story and, of course, Robin Williams gets more screen time than his original counterpart, as the conflict is less in the lead's mind and more on the screen as a duel. The plot twists are done differently so I shamefully got confused between the two movies.While not as overwhelming as the original, I do think this version should rank right up with the great detective/cop-does-the-right-thing movies, and the plot makes more sense than ""The Big Sleep.""(originally written 6/16/2002)"
56,"Having a crazy screenplay; Insomnia is thrilling, shocking and appealing supported with strong performances."
57,"LAPD homicide detectives Will Dormer (Al Pacino) and Hap Eckhart (Martin Donovan) are brought to the small town of Nightmute, Alaska to help with the investigation of the murder of 17 year old Kay Connell. The partners are facing an investigation by IA back home. Local cop Ellie Burr (Hilary Swank) is a big fan of Dormer. The police sets a trap. Dormer accidentally kills Eckhart in the fog and he works to hide his mistake. Dormer has insomnia from the perpetual daylight and his guilt. Kay was a fan of crime writer Walter Finch (Robin Williams).Director Christopher Nolan kept the moodiness of the Norwegian original and added some compelling tension. Al Pacino and Robin Williams are terrific. It holds up to the original without tearing it down."
58,"FILM: 8.5/10.I recently rewatched the 2002 film Insomnia, and it's still a gripping and compelling experience. From the very beginning, the performances draw you in, and they are an absolute joy to watch. Al Pacino, Robin Williams, and Hilary Swank are all in top form, each player contributing equally to the film's success.Al Pacino's portrayal is a testament to his talent. He never digresses into overacting as he has in the past; instead, he plays his role with a subtle intensity that builds anticipation. His character is plagued by insomnia, which adds another layer of complexity to his performance. Pacino expertly captures the fatigue, frustration, and moral conflicts his character goes through.Robin Williams, known for his comedic roles, surprises us with a dark and disturbing character in this film. He's like a ticking time-bomb of undistilled rage and mounting frustration, just waiting to explode. Yet, for the majority of his screen time, Williams displays an almost creepy sense of control that sends chills down your spine. It's definitely one of the darkest and most poignantly disturbing roles he's ever done.The film weaves murder, mystery, and psychological tension together seamlessly, creating an enthralling narrative. Director Christopher Nolan, known for his ability to create mood, does a masterful job in Insomnia. The atmospheric cinematography by Wally Pfister and the hauntingly beautiful setting of Alaska enhance the sense of unease and isolation felt by the characters.The pacing is well-executed, keeping the tension high throughout. Every twist and turn in the plot is executed with precision, leaving you guessing until the very end. The psychological cat-and-mouse game between Pacino and Williams keeps you invested in their complex relationship.Overall, my rewatch of Insomnia was a great experience. The performances, the mix of murder, mystery, and psychological tension, and Nolan's masterful direction all contribute to its success. It's a film that stays with you long after the credits roll, and I highly recommend giving it a watch.FORMAT: Blu-rayVIDEO: 8/10.1080p presentation, Detail level: Good, Colour reproduction: Excellent, Level accuracy: Excellent, Encode: Good, Master condition: GoodAUDIO: 9/10.DTS HD-MA 5.1 audio, Dialogue reproduction: Excellent, Soundtrack & effects clarity: Excellent, Dynamics: Excellent, Surround sound presentation: Good, LFE content: GoodMOOFIEMETER: 8/10."
59,"""Insomnia"" is a film directed by Christopher Nolan. It stars Al Pacino and Robin Williams. Both actors (especially Pacino) had a strong tendency to overact and I attribute the more subtle performances to Nolan's direction. It also was originally a Norwegian film (1997) and unfortunately I have not yet seen this original picture.Detective Will Dormer (Pacino) and his partner are sent from Los Angeles to Alaska to help the locals work on a murder case in a small village. When Will is able to figure out where the killer (Williams) is, the apprehension goes south VERY quickly. When the surround the suspects home, it's very foggy...and the creep is able to sneak away because of the fog. In the process, there's a shootout and in the confusion and weather conditions, the creep escapes AND Will accidentally shoots his partner.Instead of letting folks know of the accident, Will stages it so that everyone else will think that the perp killed the detective...and Will plans on just blaming it on him. But unfortunately, Walter DID see what Will did...and soon he begins phoning Will and lets him know what he knows. Soon Walter is blackmailing Will and now solving this murder is VERY complicated and difficult, because if he does bring in this killer, Walter is sure to tell everyone what he knows about Will's shooting.As I mentioned above, the performances by the two leads are very restrained...and I really appreciated it. Combined with good overall direction and nice location shots (most in British Columbia, not Alaska), I highly recommend the film. And, although it is a remake, I still think it's a heck of a film."
60,"Insomnia, released in 2002, offers a captivating experience as a thriller film. The movie stands out through its storytelling, character depth, and cinematographic techniques.Directed by Christopher Nolan, the film features outstanding performances from notable actors like Al Pacino and Robin Williams. The story revolves around police detective Will Dormer (Pacino), who finds himself entangled in a complex situation while attempting to solve a murder case in Alaska. Dormer's moral conflicts and internal struggles highlight the depth and vulnerabilities of his character.Nolan's storytelling technique adds an air of mystery and tension to the film. The contrasting dark atmosphere and the perpetual daylight of Alaska symbolically reflect Dormer's sleeplessness and mental breakdown. This captivating visual narrative draws the audience into the heart of the story.The internal traits and development of the characters enrich the film. Dormer's push to bend ethical boundaries to catch the culprit and his psychological battle against the perpetrator's mind games are among the film's compelling aspects. Additionally, the character of Dormer's partner in Alaska, Ellie Burr (Hilary Swank), adds depth to the story.Cinematographic techniques are employed to emphasize the characters' inner worlds. Close-up shots and visual symbols effectively convey the emotional states of the characters. Moreover, the natural beauty of Alaska creates a sense of immersion, making the audience feel like a part of the setting.In conclusion, Insomnia is a thriller film that shines through its engaging storytelling, character depth, and impressive cinematography. Christopher Nolan's directorial skills and the actors' performances make the film worth watching. ""Insomnia"" invites viewers to embark on a journey intertwined with character complexities and psychological conflicts, offering an unforgettable experience for thriller enthusiasts."
61,"I was having trouble getting to sleep the other night and this came up on cable, I may have missed the first couple of minutes but I think I got the gist as it went along. Al and his homicide squad partner come up from LA (where their unit is under investigation) and assist Alaskan police on a murder case in mid-summer. Al never quite adjusts to the 24 hour sunlight but that's only one of his many issues. Swank does really well as the local smart, hard-working and appreciative help. Al gives a nice textured performance, everyone sort of has shades of this or that in this movie, as things progress we learn a little more about the characters and what led to the murder. At points Al's eccentric behavior may test credibility but the story moved along well, this is a serviceable cop drama."
62,"Following up a movie like Memento must be quite a chore, but Christopher Nolan did his best. Insomnia is more of a focus on photographic technicalities, allowing the more mainstream viewer to experience Nolan's dark and cryptic style of focusing and cutting. But then again, Insomnia isn't just about cinematography, it's about the nature of human beings and their passion for the truth. Al Pacino portrays the troubled cop Will Dormer to a hilt, letting his natural wrinkles and facial expressions become a natural prosthetic. While the dialogue was simple and direct, the entire history of the characters could be told in the first few minutes of the film. Hillary Swank and Robin Williams' characters had very little history or motive, but then again, their stories are not as important as Dormer's. However, such a miscue in storytelling leaves a hollowness to the picture, turning everyone into a fickle backdrop for Dormer's troubles. Overall, the story was well put together, and executed by the numbers. While David Julyan's score was good, he should have sought to stay confined within his bounds as he did with Memento and Following. 8/10"
