,Review
74,"First things first, don't watch the Rises without watching the Begins. You will surely miss the heart and soul of the movie.This movie is not about the action, the conflict, the villain or the hero. Nolan returns to the roots of this series by making Bruce learn more about fear. Bruce must learn the power of fear yet again, see it in a new way and learn to use it in a different way.The expected things are all there, the villain winning the first battle, hero returning stronger, nice twists, action and fist fights, new gadgets, effects. But don't let them blind you, look deeper and you would find the crowning jewel of this series.Another thing worth mentioning, the soundtrack is amazing!!"
75,"I'm going to start off by saying that this was probably one of my most anticipated movies of all time. I went in the theater hoping for a masterpiece. I actually expected this movie to jump into my top five of all time. It didn't disappoint, I loved it.The opening scene had me questioning what exactly was going on. Movies that make you think about the smallest details of the plot are my favorite. In the scene the audience is introduced to the new villain, Bane. As a kid watching cartoons I always thought that bane was a mindless hulk-like bad guy. In this movie he has a true to the comic's portrayal. He's smart, he has a plan, and he'll stop at nothing to put it into action. Much like Dark Knight, the Villain is a major standout. He has such an intimidating presence on screen. Tom Hardy put so much work into the physicality of the character. The first fight between Bane and Batman is one of the moments that they had to get right. Luckily it's one of my favorite moments in the entire film! In the scene they don't use too much sound, just Bane's taunts as he fights, truly frightening. His voice is so interesting. It's something you'll really remember about the film. After the film my friends and I couldn't help but do Bane impressions. He has so many quotable lines that he will probably be one of my favorite villains of all time. You might be wondering if he outperformed the Joker from Dark Knight. The answer is no, not quite. He's so different of a character it's hard to compare, but Joker was just too hard to beat. Christian Bale's performance as Batman and Bruce Wayne was amazing. This was easily his best performance as Batman. The story takes place eight years after the end of Dark Knight so Bruce is feeling the ill effects of being batman. He uses a cane now, and he has a little grey hair. This is a story about Bruce Wayne coming back, and doing anything he can for his city. Bruce and Alfred have some amazing scenes where you forget your watching acting. The emotion they both convey when they're together is stunning. Michel Cane doesn't have as much screen time as he does in the other movies, but he's so good in the ones he's in you won't forget his performance. Morgan Freeman is back. He has some particularly funny scenes with Bruce. They feel like old friends yet again. You really can't go wrong with any of the actors in this movie. Joseph Gordon-Levitt plays young police officer Blake. He has some great character development during the course of the movie. I was cheering for him the whole time. If you come out of this movie saying ""I just wish it had better acting"" I'd question your sanity. Anne Hathaway as Catwoman was one big worry I had about the movie going in. Luckily, I was pleasantly surprised. She did a great job of portraying the playful vigilante. She actually had okay chemistry with Christian Bale. Catwoman wasn't forced into the story, her character made sense within the plot. She didn't ruin the movie, which was all I was asking for. Plus, she actually looked like she could fight. She wasn't doing the ""I'm a woman who can beat up ten men with one hand tied behind my back"" routine. It was such a relief that they didn't try to do something annoying like Black Widow from Avengers.The story was fantastic. It's amazing that Christopher Nolan wasn't planning on doing this movie before he made Batman Begins. There are so many callbacks and references to that movie I would strongly recommend watching that one again before you see this one. I kept saying ""Oh I remember when he said that!"" or thinking ""That ties in perfectly"". This one had plenty of twists and turns. Multiple times I was questioning what was true and what was a clever ruse. If there are any negatives, you might say there are some plot leaps. Not holes mind you, but something upon thinking about it you might consider a little unbelievable. With such huge story and scope I'm surprised there aren't more mistakes. The scale of this movie is far bigger than in either of the first two Batman movies. Bane has a plan for all of Gotham and batman has to stop an entire city of villains. The entire trilogy comes to a very fitting finish. I absolutely loved the ending. I was very satisfied how everything tied together. I especially loved the conclusion of Bruce's story, perfect. When I came out of the theater I couldn't wait to discuss the amazing things that happened in the end. This is a movie where the more you watch it the more you'll understand and enjoy it.Of course, in the conclusion to a trilogy like this one you would expect to be dazzled by the special effects. They were quite impressive. The new batwing has some pretty amazing aerial maneuvers. You definitely get your money's worth with the cinematography. The opening and ending scenes especially stand out. There was an extremely cool Bat Pod driving scene that, as soon as it was over, I wanted to watch it again.It can't tell you enough that this was an amazing movie. It was certainly the best of the year. If you're wondering if it's better than The Dark Knight I honestly can't say. Time will tell. It could be better, and that's some of the highest praise I can give it.tkubas1.wordpress.com"
76,"Christopher Nolan did a great job on the two first films. His greatness came to be in combining a complex rich story with even more complex and interesting characters.No doubt that this is an epic movie in a lot of ways. The score, the directing, the visual effects. Everything is done with utmost precision and thought, but, one thing is lacking - Plot and even more important is the Character motives. There is no explanation to why so many people follow Bane (or why goddamn no one shot him down), or why bane himself is so devoted to the concept of the league of shadows. So is Miranda. Nor why exactly cat woman does what she does if it's helping batman or helping Bain. I wouldn't go about complaining about the love story between Batman and Catwoman which simply came to be without any explanations. There are many plot holes: mainly about the nuclear bomb (that came to be known by the bad guys after they kidnapped the nuclear physicist).Well the whole story itself and many scenes were just really CHESSY; like the one that Catwoman fight off one of Bain Henchman so that the poor little kid could have his stolen shiny red apple, the anthem scene and many others. Watching this movie you feel as Nolan didn't have put much effort to write an interesting script.In conclusion, just another breathtaking full of action and special effects summer movie, Nothing more."
77,"Let me start by saying, that I am an avid Nolan admirer. Up until now I haven't seen a bad Nolan film. All of his movies would be in my top movies list if I had one, I consider him a genius. After seeing the final act of his Batman I have started to reconsider.The movie was filled with moments where I found myself thinking ""This is not believable"" and after the first hour I asked myself ""Is this it?"". Gladly after the first hour things did become more meaningful. The ""fall"" of the dark knight was awesome, Bane was a tough guy and the Batman did suffer. It was great. Even Anne Hathaway came trough crushing all my negative preconceptions. Other than that, the movie certainly didn't deliver.In the end they ruined Banes character. Batman's training in this film was far from believable. There were lot of little stories and story structures going on, which didn't work when added together. I mean they worked but comparing to the previous films of Nolan they certainly did not deliver. In many scenes I thought ""This is something that just could not happen"", the things in this film just didn't work. And I don't mean Batman doing his stunts, of course they are unrealistic, I mean all the little things that left me bothered.On the other hand when it comes to Batman's stunts there were little, the end conclusion left me thinking ""was this the great finale of BATMAN?"". Isn't Batman supposed to do something cooler than fly a plane or ride a motorcycle? Isn't Batman supposed to be an acrobat who beats everyone in a cool, cunning and mysterious ways? Here he was the operator of an army plane. In the previous films he was Batman, in this film he doesn't really come off as Batman. His only a random commando wearing a Batman suit. This is something I could not forgive Nolan for.If the scenes we're actually believable I would've propably considered forgiving him this error, but these two errors together are just too much for me to say this is an impressive movie. You might be able to go as far to say this is good, but it is not impressive. This is a shame, because the guy who did this has done nothing but impressive movies. For some other director this movie could be a good stepping stone for something better, an acceptable movie that did have its moments, but for Nolan it is an utter failure. There we're times in this movie when he got me and I was impressed. The movie did in certain scenes raise my emotion and hit me where it should've, but as a whole taking into account all the bad things it cannot be regarded as a movie above others.I was let down with this movie. With all of his previous movies that I have seen in the theathre I have gone in with enormous expectations, like the kind of hyped mind you should never walk in with and every single time I have walked out with my expectations blown away by the grandness of what I have just seen. This time I walked in with the same expectations and came out disappointed. The only question in my mind being ""How was he able to not see these flaws in this movie, I thought he was a genius who could not fail""."
78,"First let me state that I love Batman Begins and The Dark Knight. Needless to say that I was ultra-super excited about TDKR release back in 2012. But...after watching it a couple of times I realized that it had a few major plot issues:
1-If Bruce Way was really ""down for the count for 8 years, then how come he had so many physical issues?!2- This one not only bothered everyone, but should've been addressed as a ""special featurette anime"", or something, in the Blue-ray/DVD release!! How on earth did Bruce Wayne returned to Gotham City and got past Bane's blockade?!3-How come Bane was that ""surprised""
when Batman reapers in Gotham, if Miranda Tate (Ra's Al Ghul's daughter) already knew that Bruce Wayne is back in town?!4-Was it really that easy for Robin to figure out BW was Batman? If so, the anyone can!5-The Wall Street scam to take over Wayne's Enterprises' money and leave rice Wayne penny less couldn't have worked. The stock market doesn't work that way!So, I know that Nolan is an extremely talented and accomplished film maker, but someone within his circle should've addressed this script issues. Still, one hell of a comic movie!!"
79,"I'll be brutally honest here. I liked The Dark Knight better than this. Even though its just couple of hours since I finished watching it.Sure, TDK had its flaws, but then, it was such a marvelous noir saga, a treatise in crime drama that left us begging for more at the end. The phrase ""page-turner"" is often applied to engrossing books, but that could work just as well for the magnificent film. To this day, I cannot take my eyes off whenever I see TDK and by the time that ravishing interrogation scene between Batman and Joker is on, nothing is likely to stir me from my seat. By choosing to make the titular character undergo a perception shift, a massive (and ultimately successful) gamble was taken. And who can forget the late, great Heath Ledger's spectacular performance? TDKR is not a bad movie per se. Seen alone, it has the ideal ingredients for a summer blockbuster: an A-list cast, monumental action sequences, modern themes of terrorism and official ineptitude, as well as intricate sub-plots which mesh well together at the end. There is more than a passing reference to the predecessors, especially Batman Begins (which, in my humble opinion, is an enormously underrated flick). And it works to a great extent.Where this film fails as TDK succeeded is in the amount of layering. Some sub-plots were so complex that I was left confused as to where I was before that particular sequence (case in point: Blake's impromptu reconnaissance of a dockyard). Others were left frustratingly hanging in thin air. The plot also seems slow paced at first. While the first sequence is downright awesome, what follows afterward is distinctly underwhelming. Above all else, Batman is renowned to be a master strategist. Here, he ends up getting deceived not once, but twice at Catwoman's hands. You mean to tell me that eight years is good enough to make a superbly trained, marine-worthy, genius escape artist-cum-detective become dull? Really? I won't go ahead and slate Nolan more here, simply because he gave me the privilege of watching two of the best superhero movies ever filmed in Batman Begins and TDK. The glass is always half-full in my eyes, and I'll admit that Hathaway and Gordon-Levitt were both perfect selections for their roles. I'm not too sure of Tom Hardy, since his performance is more physical than metaphorical but given his task was to exude a ruthless menace, he did his job. The rest of the familiar supporting cast are brilliant as before, especially with Caine showing his human side that we always suspected was well alive beneath that stiff British upper lip exterior and dry wit. I read somewhere that this is not a Batman movie, but a Bruce Wayne movie. And I fully agree. Having to reconcile (with unflattering results) with a life without Batman, Bruce is alone even as a social presence and a corporate figure. It is a true challenge but then again, Christian Bale turned in a remarkable performance in both BB and TDK (he held his own in those scenes where Ledger was not present). And in TDKR, he leaves an indelible mark on a role that would probably be the benchmark.Batman Begins was all about ""Fear"" while ""Chaos"" was a running theme in TDK. TDKR does a great job in being a conclusion to the trilogy, but it is not the best one among the three, probably because there is no strong undercurrent of a theme here."
80,"I am a huge fan of Christopher Nolan and the first 2 Dark Knight movies, so I had high expectations for this movie. The Dark Knight Rises is good, but it is nowhere near the level of the other two movies. It has several things that are a bit cliché and it also had several plot holes that I found very irritating and distracting. My friend who I saw it with initially thought it was the best out of the trilogy, but after we discussed the plot holes that he missed, he ranked it as the worst of the three movies. Throughout the movie I felt like everything was a bit overdone. It seemed like they were trying so hard to make the ""epic conclusion"" that they forgot to make it realistic or reasonable. One of the things I loved about the first two was how it dealt with Batman in a fairly realistic way. There was a fairly good overview of how he functioned and how he was viewed. In this I thought there was much less dealing with the separation of Bruce Wayne and Batman, which was one of the interesting parts of the first 2. Also, I would describe the main character of The Dark Knight Rises as Bruce Wayne rather than Batman, which I found greatly disappointing. Still a good movie, but not nearly as great as the first 2."
81,"As a huge fan of superhero movies and undeniably the batman Christopher Nolan has depicted is the favourite of my choice. He is humane yet enigmatic, heroic and self-giving. Chris Nolan has produced superhero movies into a whole different level. The action, acting, sound and other visual effects was absolutely mind-blowing for the previous two productions. He is good at picking the right cast playing the right role like Michael Caine, Gary Oldham and Morgan Freeman who have always been the linchpin behind the success of the movie. I am also in awe of his previous works excluding the batman series such as Momento and The Prestige. So I had high hope and expectation on the Dark Knight Rises of how the director can build up the finale of the Batman trilogy which the world has long anticipated this blockbuster.Judged by the content of the trailers, lots of people might expect it to be an action intensive film with lots of explosive elements and the elemental conflict between good and evil. If I'm honest, I have already seen most of the action scenes of the movie via the trailers before watching the film which is a saddening thing to hear from an audience's point of view. The entire film was almost three hours long and there were way too much chit chatting with the whole conspiracy by the villain but not getting down into the main point or the action bits. I think those scenes about having trials on the people by the judge whether they were guilty or not was plainly farcical in my opinion and quite cheesy which I never experienced in the previous two batman films.The Dark Knight Rises has put in a lot of new characters who played a key role in the film including Joseph Gordon-Levitt playing John Blake and Marion Cotillard as Miranda Tate. But the main villain, Bane played by Tom Hardy made me anticipated on how he can use his eyes as his weapon to proceed the acting, to show his wrath towards the corrupted society. I must say I was a bit disappointed at the villain role as the joker simply played too well in The Dark Knight in which Tom Hardy could not exceed the expectation. With those prestigious casts which all of them are great actors, I expected that it would be a sensational experience crafted by those actors. However, the entire film always talking about bits and bobs and never really get to one main theme. The experience was messy and too stuffed in without much focus to cause the audience to fall into the frictional world that Christopher Nolan was trying to present.In conclusion, The Dark Knight Rises does not exceed my expectation nor better than the predecessor. I thought it was a let down the way how Christopher Nolan wrap up this impeccable Batman series. I only gave the rating 7/10 because of the two fantastic previous productions he made."
82,"as much as i am huge fan of the batman in almost every facet of the genre, i am having a hard time getting completely behind this film. it makes the same mistake a lot of sequels do: it tries to pack too much into the story. the reason why the first two films in the trilogy, batman begins and the dark knight, worked so well was because they mostly focused on one central story and villain. in the dark knight rises there are too many new characters and too many story lines to be introduced and told that the film loses focus. sure it has plenty of action which you would expect but nolan strays too far from the source material when it comes to the characters in the film. the cast does a fine job with the script they had to work with and most film goers will probably like this film but i think true fans of the batman who know the history of the characters will wonder what nolan is doing to their batman."
83,"Christopher Nolan's ""The Dark Knight Rises"" is a mainstream accomplishment, a skillfully crafted, ambitious superhero movie that adds more dimension to the superhero genre. Here is the epic (2 and 3/4 hours!) conclusion to a most beloved trilogy that forever changed the genre that it was type-casted in.I really have to admire Christian Bale's dedication to the role. At times he is weak, lacking confidence, and shrouded in gloom. At other times (in later scenes involving a prison) his eyes show the painful return to his self-determination and perseverance. Yes his Batman no doubt is still the best interpretation of the character, but here he is more human, less growly and more prone to weakness than ever before. Here, we first see Bruce Wayne as a single, rich hermit with a limp in one leg, aided only by his loyal butler Alfred (Michael Caine in his most emotional performance of the trilogy). Caine may get a supporting actor nomination for this movie.It's been eight years since he took the rep for Harvey Dent's crimes - but Wayne/Batman soon faces a new threat - the towering, ominous terrorist Bane (Tom Hardy in a remarkably gripping performance and an empowering presence) who threatens to destroy Gotham city. Hardy is ruthlessly terrific as Bane, true to the spirit of the comics, as he manages to instill fear in all of Gotham. It would be unfair to compare him to Heath Ledger's pitch perfect portrayal of the Joker, but these are two completely different characters. Whereas the Joker aims for a battle of psychological wits between Batman, Bane aspires just to destroy Bruce Wayne and Gotham.There is a pervasive sense of haunting dread and gloom throughout the movie, especially throughout the first 2 hours and scenes with Bane, this is achieved not just by Nolan's writing/directing but also to cinematographer Wally Pfister who shoots the film in a gloomy hue throughout, and composer Hans Zimmer's great, dark orchestral score. Zimmer probably has outdone himself in the trilogy so far, especially with Bane's ominous one-chord theme.But the last 30 minutes contains nothing but great, sometimes spectacular action sequences and stunts which segues in with the story (a rarity) and which all leads to an emotionally satisfying conclusion to the trilogy. The stunts are so well done, they clearly show they were all done using practical effects instead of CGI (with the probable exception of the stadium scene and scenes involving ""the Bat"" and the ""Bat-cycle""... which still look great). Lee Smith's crisp editing and Pfister's cinematography cuts the action at a perfect clip while making the somber moments absorbing.Two love interests are introduced - Selina Kyle (Anne Hathaway, looking mesmerizingly beautiful while giving a devilishly cunning performance), a specialized thief/con-woman who is not what she seems, and Miranda Tate (Marion Cottilard) who provides a more gentler shade for the lonely, love-lorn Bruce to rely on, or does he? Young cop John Blake (Joseph Gordon-Levitt) serves as a somewhat younger shadow of Bruce, and he also shows the same selfless courage at the climax of the movie where he tries to save some kids from an orphanage. Scenes involving Commissioner Gordon (Gary Oldman) and Lucius Fox (Morgan Freeman) are not particularly notable, but at the very least every one of these characters are still very active in the film's climax.Its the screen writing which suffers slightly. While clearly ambitious and detailed, the screenplay lacks some depth from which the previous film succeeded, and seems to return to the roots of ""Batman Begins"", focusing more on comic book origins - combining with the sombre, ultra- realistic tone of ""The Dark Knight"". For the most part, it gels nicely. There's also some nice character development for Bruce and Alfred, where they're relationship gets strained to the fullest. Some twists at the end that would arouse comic-book fans too. However, Bane's full character should have been expanded upon - yes, even though the film is nearly 3 hours long, it's not really long enough. Bane's and Selina's characters lack in development and they come across as near-two dimensional. It's clear Nolan bit off a bit more than he can chew here, since he was trying his best to outdo his previous effort. No faulting the actors though.For all of its screen writing flaws though, ""The Dark Knight Rises"" is a mainstream triumph, putting new levels of fear and dread in a superhero movie not seen before its own predecessor. Nolan's vision for the character shines through completely and makes this trilogy rightfully stand out as ""The Godfather"" of superhero films. This entry may not be as brilliant as its predecessor, but it is still nevertheless great, sort of excellent really, and hats off to Nolan, Bale, Hardy and the rest of the cast and crew, past and present, for delivering the truest interpretation of the Batman character that has never been, and very likely in the future, never will be seen again. Kudos to you, Christopher Nolan.Overall rating: 86%P.S.: My review for ""The Dark Knight"" (2008) four years ago is basically a teenage me kissing the behind of the film, with me calling it a masterpiece and editing the review on IMDb so much until they won't allow me to edit/review it anymore. Looking back, I probably shouldn't have been so enthusiastic and made myself look like a rabid fanboy; it isn't a masterpiece, but nonetheless still an excellent film and the pinnacle of the superhero film genre.EDIT: My sincere condolences to the victims and their family and friends of the Aurora shooting tragedy. This was a real random, cruel and senseless act of violence."
84,"The Dark Knight Rises and Falls. I cannot put it in more simpler words than that.I went in there with my coffers full of hope of having my mind blown out. After all it was Christopher Nolan and I am yet to see a work of his which has under-delivered.But I guess everything has a first time.Don't get me wrong. It's a good movie, not just a great one, and it left me highly confused as to how I should feel about it. TDKR, more than anything, falls under its own weight. With the endless hype and as a follow up to one of the greatest superhero movies of all time, TDKR had a lot riding on its shoulders. Tasked with this,Christopher Nolan has to be lauded for what he has achieved, or should I rather say 'hoped to'?Let's begin with the basics. The Dark Knight trilogy was not a trilogy to begin with. Batman Begins (BB) and The Dark Knight (TDK) are almost two independent Batman films with little in common in terms of a story arc other than the characters it carries forward. That given, TDKR's greatest flaw was in attempting to connect the first movie to his final one so as to make it feel like one continuous arc. (Think kind of what happened in the final season of LOST) While I understand Nolan's intentions, the forced continuity just killed it.This was further amplified by the many plot holes that marred the story. To keep this review spoiler free I will not mention any of them here but it will suffice to say that if you are a fan of the series but are willing to look past your fanboy goggles, the failings are plain to see. Tom Hardy's take on the superstrong Bane was interesting enough to start off with, but as it went on there were just too many similarities with a previous villain (I will not say which one) to actually stand out on his own. Even his motives and methods were too familiar to be regarded as novel. His fights with Batman were epic enough though, and you almost pity Batman for having to face the mini-hulk that Hardy had transformed himself into. His menacing voice coupled with the cold hard stare in his eyes gave him the aura of a truly awful foe, one that must not be triffled with. But add to that some cringe worthy dialogues, forgetful action sequences and appalling acting by Marion Cotillard, and I find myself subtracting more from the movie than adding. Nolan needed to make this movie bigger and better than the previous two, and for that he needed a crisis large enough to destroy Batman's world. While he did manage to conjur up a scheme, its immensity and implausibility made it hard to believe. I really wanted to love this movie but far too often found myself shaking my head in dismay as things got grander and larger, until they no more fit into the world. But while I might seem to be cursing the movie a lot, remember I did say it is a good movie. And the best thing for me in the movie was - wait for it - Anne Hathaway as Catwoman/Selina Kyle.I will confess that when I had first heard the casting I was more than dismayed. But now I'm forced to eat my own words. Anne Hathaway was brilliant. She might not be your regular comic book version of Selina Kyle, but in Nolan's Dark Knight universe she was the perfect choice to portray Gotham's sexiest vigilante. Everything from her stance to her fight moves and to the way she spouted sassy dialogues was perfect. Given more time and space, I am sure she could have probably stolen the show. That however would have been unfair to Christian Bale/Bruce Wayne/Batman. The man has been a constant shining light throughout the series. He is a perfect fit for the role and has carried both versions of his character almost flawlessly. Moving into his third (and final) film in the series, I am glad to say he has not faltered a bit. While BB was about Batman, and TDK about the Joker, this movie was about Bruce Wayne the man behind the mask. As a superhero who is a mere mortal compared to most others out there, TDKR's focus on Bruce Wayne's mortality was totally warranted. This was not a Batman movie. This was a Bruce Wayne movie, with his alter ego guest starring. TDKR plays out like the swansong it is to this great character Bale and Nolan have moulded over the years.Gary Oldman, Morgan Freeman and Michael Caine are as dependable as usual. They provided stellar performances as always. Even the newcomer to series - Joseph Gordon-Levitt gave a fine performance as the hotheaded cop John Blake. His character was by far one of the most interesting in the movie, developing into interesting dimensions, but alas finally being let down partly by the story and mostly by the limited run time that a movie of this scope can afford to a new character.All in all, TDKR is a fine movie, but sadly nothing more. While I thoroughly enjoyed the ending (the last 5-10 minutes) and a bunch of scenes here and there, the action sequenced seemed bland, and the motives for some of the main characters left a lot to be desired. Batman was great as usual, but Bruce Wayne was better. And given the track-record of threequels, TDKR is a comparatively great ending to a great series, even if it is not all that it could have been. Probably the weakest entry to the series but nonetheless a wholesome entertainer on its own merits. Just don't expect to be blown away."
85,"I decided to write a re-review of The Dark Knight Rises because after seeing it a third time, you lose the hype, you lost the excitement because that is all done with. You can really focus on the movie, and I felt like I was never able to do that with the first review I wrote. I would probably have to say this is at least my second favorite Batman movie-- after Batman Begins, and The Dark Knight following closely at number three. You never realize the first go around, while TDKR is drastically different than BB & TDK in terms of it's style, it's that style that sets it apart from any of the previous entries.You get subtle hints to the grand picture of it all through tidbits throughout TDKR. A lot of people have different beliefs, whether or not Alfred was imagining Bruce near the end of the movie, but I believe it was a real vision. Bruce was finally happy, and left his old life behind. I also believe it is real because Alfred never was aware of Bruce and Selina growing fond for each other towards the end of the movie, and she was sitting next to Bruce at the diner. Bruce Wayne is ""dead"" but not the Batman. It is emotionally satisfying because now you see Bruce a character you cared for, finally have a life worth living. He's at peace.I ultimately believe Blake becomes Batman, for one the Bat signal is repaired. Bruce gives him the coordinates to the Batcave. And for all you Batman fanatics, remember in Batman Begins, Bruce told Alfred after being gone for seven years, ""As a man I can be destroyed. But as a symbol, I can be everlasting. I could be incorruptible"", or something a long those lines, and I look at that and tie it in with John Blake's character of indeed becoming Batman.Some of those points I mentioned is what makes TDKR such a joy to watch. So thoughtful, and emotionally engaging. Nolan definitely did give justice to the franchise. When I first seen it I felt like it was the least favorite of mine but still enjoyable-- but now I'd have to say it is my second favorite out of all the three, maybe even my favorite one in the trilogy!9.0/10"
86,"Ultimately, this is an excellent film, but after seeing this as part of an all night trilogy viewing, I have to say it is not as good as The Dark Knight.The film opens with, strangely for Nolan a quite farcical scene that introduces Bane. I won't spoil it, but please tell me, who takes 3 unknown prisoners on a plane without even looking at their faces? Really??The proper story starts, and to chose words like jaded, withdrawn, cynical, tired, lethargic and disconnected, is how we find our hero and Police commissioner. So ultimately this is how the audience is manipulated into feeling too, and so act 1 is ultimately a long ""downer"" as lots of elements are put in place for the last 2 acts. But, after sitting through six hours of Batman Begins and The Dark Knight, I was left feeling it was too much, and I started getting bored with the overall emotional shade of the film, coupled with the lack of action and the lack of any real story. It was like watching a plate spinner getting 40 plates spinning on pointy poles, necessary for his act, but ultimately boring for his audience.The second Act is where our bad guy makes his play and gains the upper hand. One of the strongest sources of praise for The Dark Knight, is the ultimately real-world story telling. But what Bane unleashes on Gotham, takes us back to the more comic book villainy of the first film, which I won't criticise, but for me is not as rewarding as the realism of the second film. All the while our good guys are slow, wrong footed, and creaking under their mental baggage, so we are two thirds through a superhero film, where our superhero has been anything but. Action has been thin on the ground, and we have all been through the ringer, and we are crying for some redeeming pay-off.After the third act, our her is restored, all has been put right. However, ultimately our pay-off for all we have been put through in the first two acts is only satisfying if you can shrug off the memory of what you have just been put through. It's much like childbirth, you need your brain to be swimming with endorphins to blank out the pain of labour, and for me, I didn't get enough endorphins to make the experience totally rewarding.Add to this, a slightly facial bad-guy twist, and a groan-worthy sequel shoe-in, I have to say that Nolan has tried to squeeze in far too much, and Batman's saga creeps over the line, rather than ending with a bang, so much so, you will feel convinced that this is not the final part of the story, and we will need another installment to accept that our hero has sailed off into the sunset."
87,"Before I get down-voted because I'm not giving 'The Dark Knight Rises' a 10 (the trend most of the users on her seem to be following), I'll list the numbers of things I really enjoyed about the film, and there were plenty.-The cast Nolan's able to put together to end his trilogy is really something to marvel at. From the veterans of the series (Bale, Freeman, Caine, Oldman) to the new faces (Gordon-Levitt, Cotillard, Hathway, Hardy) each bring their all to their characters, even if a few are somewhat undeveloped (more on that later).-Action scenes. 'Batman Begins,' while I admire it for it's first look at the gritty take to the comic formula, had some incredible poor and incomprehensible fight scenes, where it was unclear how who punching what or what was happening. In 'The Dark Knight,' the scenes were much more clear, a big improvement. Here, the fighting scenes are at their best. When Baine and Batman throw down, it's some of the most intense fight scenes I've seen in a long time.-Huge setpieces. I could say that about all of these movies, but in this film especially. Gotham City is beautifully recognized. It's always great to see a huge place like this down naturally, never been plagued by artificial CGI (Nolan uses as little as possible.) Not to mention the number of extras, which number in the thousands.-The ending. Even if it jumps the shark, the ending to Nolan's epic trilogy is overall fulfilling. Fans of the series won't be disappointed, even if the casual might Not that that's out of the way, the problems I had with the film. . .-Bane's voice. When we first meet Bane, on a plane, his voice was nearly unbearable. It sounded like something a ten-year-old would do when playing with audio effects on his computer. The dialogue didn't help, as he spewed out clunky one-liners. Here was Bane, with his terrifying appearance,sounding like a cartoon. It did improve over the ocurse of the movie, but the first introduction to the character was something I almost couldn't shake off.-Too many character introductions. Maybe this is a criticism of the whole trilogy, but I'll have to put the blame on this one. Too many characters are brought in, with their developments feeling rushed. It almost appears like Nolan adds these new additions to the script at the last minute.For the most part, the good outweighs the bad. It's a very entertaining film and, as far as summer blockbusters, it's definitely worth the price of admission.7/10"
88,"I feel The Dark Knight Rises is the best of Nolan's Trilogy in overall entertainment. The hallmark of this series is its dark, gritty realism, at least as realistic as you can get for a superhero movie. I prefer this approach to the semi-goofy style of the 1989-97 series.Bane's a formidable villain and Anne Hatheway surprisingly plays a good ""Catwoman"" (I say ""surprisingly"" only because I thought she has too innocent/sweet of a quality to pull off the role). Also on hand is Marion Cotillard, who's stunning as Miranda Tate, and Joseph Gordon-Levite, who's effective as police officer Blake. Beyond these we get the principal characters/cast of the first two films, minus the Joker and Harvey Dent.My only beef with this series is that the plots are convoluted and there's an overload of characters, which means you really have to pay attention or you'll get lost in the process. This is never a problem when a story is ultra-compelling, but none of these films are, although ""The Dark Knight Rises"" is definitely the most compelling of the three. This factor is what keeps this series from being great in my opinion.But don't take that the wrong way; I'm just being honest. ""The Dark Knight Rises"" is a quality Batman film.The film runs 165 minutes and was shot in Pittsburgh (Gotham City), England, Scotland, India, Italy, New York, Newark and California.GRADE: B+"
89,"So let me start out with the negatives. This film was the least great of the three in my opinion. It had some major plot holes and confusion at the ending. But that's also something that made it great, because it is an ending that could be interpreted in different ways. So in one way, it could not be seen as a major plot hole although it has in my book. Anywho, the main antagonist Bane is one of my favorites. Find out in the film to see why, because it sure took me by a bit of surprise. On the other hand, some other appearances were quite obvious to be, but still enjoyable nonetheless. In general Christopher Nolan has made an epic trilogy that surely will stay a classic over the years to follow."
90,This film has the misfortune to be a sequel to one of the greatest films of all time. The Dark Knight is no easy act to follow. However Nolan does an amazing job of adding spectacle to make the final installment of the trilogy memorable. The realism has always made this series stand above the rest. Are there some plot holes? Yes. Do they make it a bad film? No. Go watch Justice League then honestly tell me TDKR is bad. It's not. It is simply over shadowed by its predecessor.
91,"Christopher Nolan concludes his epic vision of the Batman franchise in high style, as Christian Bale returns as the caped crusader, after masked henchman Bane threatens to destroy Gotham. This stuff is candy for superhero aficionados, and Nolan manages to balance a large cast without shortchanging anyone. Drawn from his slumber by mysterious cat burglar Selina Kyle, the Batman faces what may be his biggest and most dangerous test yet as Bane wields a nuclear explosive and threatens to detonate. Secrets from the past are revealed, and loose ends tied. Tremendous support from Gary Oldman, Morgan Freeman, Michael Caine, Joseph Gordon-Levitt, Mariana Cotilliard, and others. This is a film to make you stand up and cheer. Fun comic fable, perhaps not up to the standard of the prior classic, but does amazing things with it's large budget and well worth viewing."
